Date,Region,Cases,Case Rate,dt[Cases],dt[Case Rate]
2020-05-02,Pomona Valley,224,98.06,6,2.63
2020-05-02,San Fernando Valley,4550,275.9,130,7.87
2020-05-02,San Gabriel Valley,1782,120.67,57,3.86
2020-05-02,Santa Monica Mountains,119,153.47,0,0.0
2020-05-02,South Bay,1554,200.32,26,3.35
2020-05-02,South LA,2596,307.93,78,9.25
2020-05-02,Southeast,2648,213.07,78,6.21
2020-05-02,Verdugos,1316,388.4,30,8.85
2020-05-02,Westside,1067,189.62,29,5.16
2020-05-03,Angeles Forest,2,57.72,0,0.0
2020-05-03,Antelope Valley,874,232.0,33,9.09
2020-05-03,Central LA,3157,352.83,69,7.29
2020-05-03,Eastside,852,306.25,51,20.19
2020-05-03,Harbor,2010,387.31,70,13.71
2020-05-03,Northeast LA,408,242.04,-1,-0.59
2020-05-03,Northwest County,484,175.52,17,6.44
2020-05-03,Pomona Valley,235,102.87,11,4.81
2020-05-03,San Fernando Valley,4730,286.54,180,10.64
2020-05-03,San Gabriel Valley,1839,124.53,57,3.86
2020-05-03,Santa Monica Mountains,126,162.24,7,8.77
2020-05-03,South Bay,1590,204.96,36,4.64
2020-05-03,South LA,2680,317.89,84,9.96
2020-05-03,Southeast,2693,216.57,45,3.5
2020-05-03,Verdugos,1326,391.35,10,2.95
2020-05-03,Westside,1080,191.93,13,2.31
2020-05-04,Angeles Forest,2,57.72,0,0.0
2020-05-04,Antelope Valley,885,234.6,11,2.6
2020-05-04,Central LA,3217,359.04,60,6.21
2020-05-04,Eastside,863,308.71,11,2.46
2020-05-04,Harbor,2043,393.35,33,6.04
2020-05-04,Northeast LA,412,244.41,4,2.37
2020-05-04,Northwest County,488,176.66,4,1.14
2020-05-04,Pomona Valley,240,105.06,5,2.19
2020-05-04,San Fernando Valley,4839,292.64,109,6.1
2020-05-04,San Gabriel Valley,1881,127.37,42,2.84
2020-05-04,Santa Monica Mountains,127,163.7,1,1.46
2020-05-04,South Bay,1608,207.28,18,2.32
2020-05-04,South LA,2717,322.28,37,4.39
2020-05-04,Southeast,2742,220.59,49,4.02
2020-05-04,Verdugos,1372,404.93,46,13.58
2020-05-04,Westside,1100,195.48,20,3.55
2020-05-05,Angeles Forest,1,28.86,-1,-28.86
2020-05-05,Antelope Valley,929,249.31,44,14.71
2020-05-05,Central LA,3388,378.04,171,19.0
2020-05-05,Eastside,923,328.9,60,20.19
2020-05-05,Harbor,2092,405.69,49,12.34
2020-05-05,Northeast LA,435,258.06,23,13.65
2020-05-05,Northwest County,521,189.17,33,12.51
2020-05-05,Pomona Valley,259,113.38,19,8.32
2020-05-05,San Fernando Valley,5318,320.67,479,28.03
2020-05-05,San Gabriel Valley,1995,135.09,114,7.72
2020-05-05,Santa Monica Mountains,130,166.63,3,2.93
2020-05-05,South Bay,1693,218.24,85,10.96
2020-05-05,South LA,2958,350.87,241,28.59
2020-05-05,Southeast,2922,234.85,180,14.26
2020-05-05,Verdugos,1422,419.69,50,14.76
2020-05-05,Westside,1132,201.17,32,5.69
2020-05-06,Angeles Forest,1,28.86,0,0.0
2020-05-06,Antelope Valley,960,254.07,31,4.76
2020-05-06,Central LA,3508,390.59,120,12.55
2020-05-06,Eastside,948,337.76,25,8.86
2020-05-06,Harbor,2147,417.48,55,11.79
2020-05-06,Northeast LA,447,265.18,12,7.12
2020-05-06,Northwest County,535,194.48,14,5.31
2020-05-06,Pomona Valley,268,117.32,9,3.94
2020-05-06,San Fernando Valley,5458,329.01,140,8.34
2020-05-06,San Gabriel Valley,2068,140.03,73,4.94
2020-05-06,Santa Monica Mountains,133,166.63,3,0.0
2020-05-06,South Bay,1752,225.85,59,7.61
2020-05-06,South LA,3083,365.7,125,14.83
2020-05-06,Southeast,3021,242.72,99,7.87
2020-05-06,Verdugos,1478,436.21,56,16.52
2020-05-06,Westside,1150,204.37,18,3.2
2020-05-07,Angeles Forest,1,28.86,0,0.0
2020-05-07,Antelope Valley,983,257.97,23,3.9
2020-05-07,Central LA,3598,399.67,90,9.08
2020-05-07,Eastside,977,347.61,29,9.85
2020-05-07,Harbor,2174,423.52,27,6.04
2020-05-07,Northeast LA,456,270.52,9,5.34
2020-05-07,Northwest County,553,200.16,18,5.68
2020-05-07,Pomona Valley,279,122.13,11,4.81
2020-05-07,San Fernando Valley,5615,338.72,157,9.71
2020-05-07,San Gabriel Valley,2173,147.14,105,7.11
2020-05-07,Santa Monica Mountains,134,168.09,1,1.46
2020-05-07,South Bay,1786,230.23,34,4.38
2020-05-07,South LA,3184,377.68,101,11.98
2020-05-07,Southeast,3100,248.93,79,6.21
2020-05-07,Verdugos,1526,450.38,48,14.17
2020-05-07,Westside,1170,207.92,20,3.55
2020-05-08,Angeles Forest,1,28.86,0,0.0
2020-05-08,Antelope Valley,996,260.57,13,2.6
2020-05-08,Central LA,3713,408.03,115,8.36
2020-05-08,Eastside,1012,357.45,35,9.84
2020-05-08,Harbor,2272,449.3,98,25.78
2020-05-08,Northeast LA,466,276.45,10,5.93
2020-05-08,Northwest County,694,201.3,141,1.14
2020-05-08,Pomona Valley,287,125.64,8,3.51
2020-05-08,San Fernando Valley,5730,345.55,115,6.83
2020-05-08,San Gabriel Valley,2236,151.41,63,4.27
2020-05-08,Santa Monica Mountains,134,168.09,0,0.0
2020-05-08,South Bay,1801,232.16,15,1.93
2020-05-08,South LA,3241,384.44,57,6.76
2020-05-08,Southeast,3221,258.11,121,9.18
2020-05-08,Verdugos,1553,458.35,27,7.97
2020-05-08,Westside,1184,210.41,14,2.49
2020-05-09,Angeles Forest,1,28.86,0,0.0
2020-05-09,Antelope Valley,1018,265.33,22,4.76
2020-05-09,Central LA,3797,416.99,84,8.96
2020-05-09,Eastside,1056,371.24,44,13.79
2020-05-09,Harbor,2352,461.65,80,12.35
2020-05-09,Northeast LA,485,287.72,19,11.27
2020-05-09,Northwest County,719,208.12,25,6.82
2020-05-09,Pomona Valley,304,133.08,17,7.44
2020-05-09,San Fernando Valley,5919,357.37,189,11.82
2020-05-09,San Gabriel Valley,2338,158.32,102,6.91
2020-05-09,Santa Monica Mountains,136,171.01,2,2.92
2020-05-09,South Bay,1839,237.06,38,4.9
2020-05-09,South LA,3355,397.96,114,13.52
2020-05-09,Southeast,3308,265.11,87,7.0
2020-05-09,Verdugos,1600,472.22,47,13.87
2020-05-09,Westside,1199,213.07,15,2.66
2020-05-10,Angeles Forest,1,28.86,0,0.0
2020-05-10,Antelope Valley,1024,265.33,6,0.0
2020-05-10,Central LA,3856,421.53,59,4.54
2020-05-10,Eastside,1071,373.21,15,1.97
2020-05-10,Harbor,2425,472.89,73,11.24
2020-05-10,Northeast LA,492,291.87,7,4.15
2020-05-10,Northwest County,727,210.4,8,2.28
2020-05-10,Pomona Valley,310,135.7,6,2.62
2020-05-10,San Fernando Valley,5974,360.65,55,3.28
2020-05-10,San Gabriel Valley,2383,161.36,45,3.04
2020-05-10,Santa Monica Mountains,136,171.01,0,0.0
2020-05-10,South Bay,1848,238.22,9,1.16
2020-05-10,South LA,3404,403.77,49,5.81
2020-05-10,Southeast,3359,268.61,51,3.5
2020-05-10,Verdugos,1626,479.89,26,7.67
2020-05-10,Westside,1223,217.34,24,4.27
2020-05-11,Angeles Forest,2,57.72,1,28.86
2020-05-11,Antelope Valley,1039,267.92,15,2.59
2020-05-11,Central LA,3917,428.22,61,6.69
2020-05-11,Eastside,1092,377.64,21,4.43
2020-05-11,Harbor,2485,480.3,60,7.41
2020-05-11,Northeast LA,499,296.03,7,4.16
2020-05-11,Northwest County,740,215.33,13,4.93
2020-05-11,Pomona Valley,318,139.21,8,3.51
2020-05-11,San Fernando Valley,6132,369.84,158,9.19
2020-05-11,San Gabriel Valley,2461,166.65,78,5.29
2020-05-11,Santa Monica Mountains,136,171.01,0,0.0
2020-05-11,South Bay,1859,239.64,11,1.42
2020-05-11,South LA,3473,411.96,69,8.19
2020-05-11,Southeast,3406,272.11,47,3.5
2020-05-11,Verdugos,1652,487.57,26,7.68
2020-05-11,Westside,1233,219.12,10,1.78
2020-05-12,Angeles Forest,2,57.72,0,0.0
2020-05-12,Antelope Valley,1049,270.09,10,2.17
2020-05-12,Central LA,4073,444.0,156,15.78
2020-05-12,Eastside,1120,385.52,28,7.88
2020-05-12,Harbor,2541,490.45,56,10.15
2020-05-12,Northeast LA,525,311.45,26,15.42
2020-05-12,Northwest County,790,220.25,50,4.92
2020-05-12,Pomona Valley,325,142.27,7,3.06
2020-05-12,San Fernando Valley,6308,380.21,176,10.37
2020-05-12,San Gabriel Valley,2582,174.84,121,8.19
2020-05-12,Santa Monica Mountains,139,173.93,3,2.92
2020-05-12,South Bay,1897,244.54,38,4.9
2020-05-12,South LA,3598,426.78,125,14.82
2020-05-12,Southeast,3544,283.3,138,11.19
2020-05-12,Verdugos,1700,501.73,48,14.16
2020-05-12,Westside,1241,220.54,8,1.42
2020-05-13,Angeles Forest,2,57.72,0,0.0
2020-05-13,Antelope Valley,1091,282.64,42,12.55
2020-05-13,Central LA,4225,458.57,152,14.57
2020-05-13,Eastside,1162,400.29,42,14.77
2020-05-13,Harbor,2613,507.18,72,16.73
2020-05-13,Northeast LA,549,325.69,24,14.24
2020-05-13,Northwest County,844,233.14,54,12.89
2020-05-13,Pomona Valley,335,146.65,10,4.38
2020-05-13,San Fernando Valley,6503,391.37,195,11.16
2020-05-13,San Gabriel Valley,2740,185.54,158,10.7
2020-05-13,Santa Monica Mountains,139,173.93,0,0.0
2020-05-13,South Bay,1943,250.47,46,5.93
2020-05-13,South LA,3754,445.29,156,18.51
2020-05-13,Southeast,3766,301.67,222,18.37
2020-05-13,Verdugos,1768,521.8,68,20.07
2020-05-13,Westside,1266,224.98,25,4.44
2020-05-14,Angeles Forest,4,115.44,2,57.72
2020-05-14,Antelope Valley,1112,288.27,21,5.63
2020-05-14,Central LA,4329,467.41,104,8.84
2020-05-14,Eastside,1192,409.64,30,9.35
2020-05-14,Harbor,2757,544.48,144,37.3
2020-05-14,Northeast LA,559,331.62,10,5.93
2020-05-14,Northwest County,888,240.72,44,7.58
2020-05-14,Pomona Valley,340,148.84,5,2.19
2020-05-14,San Fernando Valley,6708,403.58,205,12.21
2020-05-14,San Gabriel Valley,2820,190.96,80,5.42
2020-05-14,Santa Monica Mountains,142,178.32,3,4.39
2020-05-14,South Bay,1972,254.21,29,3.74
2020-05-14,South LA,3847,456.32,93,11.03
2020-05-14,Southeast,3867,309.8,101,8.13
2020-05-14,Verdugos,1805,532.72,37,10.92
2020-05-14,Westside,1281,227.65,15,2.67
2020-05-15,Angeles Forest,4,115.44,0,0.0
2020-05-15,Antelope Valley,1126,291.3,14,3.03
2020-05-15,Central LA,4409,474.82,80,7.41
2020-05-15,Eastside,1219,416.05,27,6.41
2020-05-15,Harbor,2853,568.07,96,23.59
2020-05-15,Northeast LA,565,335.18,6,3.56
2020-05-15,Northwest County,913,246.41,25,5.69
2020-05-15,Pomona Valley,343,150.15,3,1.31
2020-05-15,San Fernando Valley,6894,414.94,186,11.36
2020-05-15,San Gabriel Valley,2887,195.49,67,4.53
2020-05-15,Santa Monica Mountains,143,179.78,1,1.46
2020-05-15,South Bay,1997,257.43,25,3.22
2020-05-15,South LA,3966,470.44,119,14.12
2020-05-15,Southeast,3997,320.48,130,10.68
2020-05-15,Verdugos,1883,555.74,78,23.02
2020-05-15,Westside,1302,231.38,21,3.73
2020-05-16,Angeles Forest,4,115.44,0,0.0
2020-05-16,Antelope Valley,1154,299.09,28,7.79
2020-05-16,Central LA,4562,482.95,153,8.13
2020-05-16,Eastside,1262,430.32,43,14.27
2020-05-16,Harbor,2937,590.02,84,21.95
2020-05-16,Northeast LA,576,341.71,11,6.53
2020-05-16,Northwest County,935,253.23,22,6.82
2020-05-16,Pomona Valley,354,154.96,11,4.81
2020-05-16,San Fernando Valley,7095,427.34,201,12.4
2020-05-16,San Gabriel Valley,2982,201.93,95,6.44
2020-05-16,Santa Monica Mountains,144,181.24,1,1.46
2020-05-16,South Bay,2035,262.33,38,4.9
2020-05-16,South LA,4117,488.35,151,17.91
2020-05-16,Southeast,4164,334.12,167,13.64
2020-05-16,Verdugos,1912,564.3,29,8.56
2020-05-16,Westside,1319,234.4,17,3.02
2020-05-17,Angeles Forest,4,115.44,0,0.0
2020-05-17,Antelope Valley,1173,304.71,19,5.62
2020-05-17,Central LA,4619,486.89,57,3.94
2020-05-17,Eastside,1283,435.25,21,4.93
2020-05-17,Harbor,3028,611.41,91,21.39
2020-05-17,Northeast LA,584,346.45,8,4.74
2020-05-17,Northwest County,949,255.13,14,1.9
2020-05-17,Pomona Valley,356,155.84,2,0.88
2020-05-17,San Fernando Valley,7221,435.35,126,8.01
2020-05-17,San Gabriel Valley,3030,205.18,48,3.25
2020-05-17,Santa Monica Mountains,146,184.16,2,2.92
2020-05-17,South Bay,2060,265.55,25,3.22
2020-05-17,South LA,4233,502.11,116,13.76
2020-05-17,Southeast,4246,340.33,82,6.21
2020-05-17,Verdugos,1948,574.93,36,10.63
2020-05-17,Westside,1335,237.24,16,2.84
2020-05-18,Angeles Forest,4,115.44,0,0.0
2020-05-18,Antelope Valley,1194,309.04,21,4.33
2020-05-18,Central LA,4661,491.19,42,4.3
2020-05-18,Eastside,1294,439.68,11,4.43
2020-05-18,Harbor,3065,621.56,37,10.15
2020-05-18,Northeast LA,588,348.82,4,2.37
2020-05-18,Northwest County,953,256.65,4,1.52
2020-05-18,Pomona Valley,363,158.9,7,3.06
2020-05-18,San Fernando Valley,7332,441.79,111,6.44
2020-05-18,San Gabriel Valley,3057,207.0,27,1.82
2020-05-18,Santa Monica Mountains,146,184.16,0,0.0
2020-05-18,South Bay,2083,268.51,23,2.96
2020-05-18,South LA,4318,512.19,85,10.08
2020-05-18,Southeast,4352,348.99,106,8.66
2020-05-18,Verdugos,1962,579.06,14,4.13
2020-05-18,Westside,1338,237.77,3,0.53
2020-05-19,Angeles Forest,4,115.44,0,0.0
2020-05-19,Antelope Valley,1212,312.94,18,3.9
2020-05-19,Central LA,4787,504.69,126,13.5
2020-05-19,Eastside,1374,458.39,80,18.71
2020-05-19,Harbor,3097,629.79,32,8.23
2020-05-19,Northeast LA,606,359.5,18,10.68
2020-05-19,Northwest County,969,261.2,16,4.55
2020-05-19,Pomona Valley,369,161.53,6,2.63
2020-05-19,San Fernando Valley,7483,450.58,151,8.79
2020-05-19,San Gabriel Valley,3184,215.6,127,8.6
2020-05-19,Santa Monica Mountains,146,184.16,0,0.0
2020-05-19,South Bay,2115,272.64,32,4.13
2020-05-19,South LA,4480,531.4,162,19.21
2020-05-19,Southeast,4555,365.17,203,16.18
2020-05-19,Verdugos,1977,583.49,15,4.43
2020-05-19,Westside,1344,238.84,6,1.07
2020-05-20,Angeles Forest,4,115.44,0,0.0
2020-05-20,Antelope Valley,1225,315.54,13,2.6
2020-05-20,Central LA,4936,515.8,149,11.11
2020-05-20,Eastside,1460,484.48,86,26.09
2020-05-20,Harbor,3181,651.46,84,21.67
2020-05-20,Northeast LA,618,366.62,12,7.12
2020-05-20,Northwest County,989,267.64,20,6.44
2020-05-20,Pomona Valley,380,166.35,11,4.82
2020-05-20,San Fernando Valley,7629,459.31,146,8.73
2020-05-20,San Gabriel Valley,3358,227.39,174,11.79
2020-05-20,Santa Monica Mountains,147,185.63,1,1.47
2020-05-20,South Bay,2146,276.64,31,4.0
2020-05-20,South LA,4637,550.03,157,18.63
2020-05-20,Southeast,4885,391.24,330,26.07
2020-05-20,Verdugos,2003,591.16,26,7.67
2020-05-20,Westside,1350,239.91,6,1.07
2020-05-21,Angeles Forest,5,144.3,1,28.86
2020-05-21,Antelope Valley,1248,322.46,23,6.92
2020-05-21,Central LA,5059,527.04,123,11.24
2020-05-21,Eastside,1499,493.84,39,9.36
2020-05-21,Harbor,3243,668.19,62,16.73
2020-05-21,Northeast LA,632,374.93,14,8.31
2020-05-21,Northwest County,1011,274.46,22,6.82
2020-05-21,Pomona Valley,389,170.29,9,3.94
2020-05-21,San Fernando Valley,7780,468.24,151,8.93
2020-05-21,San Gabriel Valley,3405,239.95,47,12.56
2020-05-21,Santa Monica Mountains,147,185.63,0,0.0
2020-05-21,South Bay,2190,282.31,44,5.67
2020-05-21,South LA,4774,566.28,137,16.25
2020-05-21,Southeast,5064,405.06,179,13.82
2020-05-21,Verdugos,2093,617.72,90,26.56
2020-05-21,Westside,1364,242.39,14,2.48
2020-05-22,Angeles Forest,5,144.3,0,0.0
2020-05-22,Antelope Valley,1261,326.79,13,4.33
2020-05-22,Central LA,5154,536.24,95,9.2
2020-05-22,Eastside,1533,506.64,34,12.8
2020-05-22,Harbor,3359,699.19,116,31.0
2020-05-22,Northeast LA,646,383.23,14,8.3
2020-05-22,Northwest County,1025,277.88,14,3.42
2020-05-22,Pomona Valley,400,175.1,11,4.81
2020-05-22,San Fernando Valley,7946,478.15,166,9.91
2020-05-22,San Gabriel Valley,3604,244.04,199,4.09
2020-05-22,Santa Monica Mountains,147,185.63,0,0.0
2020-05-22,South Bay,2222,286.43,32,4.12
2020-05-22,South LA,4947,586.8,173,20.52
2020-05-22,Southeast,5250,418.18,186,13.12
2020-05-22,Verdugos,2115,624.22,22,6.5
2020-05-22,Westside,1374,244.17,10,1.78
2020-05-23,Angeles Forest,5,144.3,0,0.0
2020-05-23,Antelope Valley,1301,337.61,40,10.82
2020-05-23,Central LA,5257,546.51,103,10.27
2020-05-23,Eastside,1596,527.81,63,21.17
2020-05-23,Harbor,3418,710.98,59,11.79
2020-05-23,Northeast LA,662,392.72,16,9.49
2020-05-23,Northwest County,1054,285.46,29,7.58
2020-05-23,Pomona Valley,416,182.11,16,7.01
2020-05-23,San Fernando Valley,8175,492.27,229,14.12
2020-05-23,San Gabriel Valley,3731,252.64,127,8.6
2020-05-23,Santa Monica Mountains,148,187.09,1,1.46
2020-05-23,South Bay,2258,291.07,36,4.64
2020-05-23,South LA,5089,603.64,142,16.84
2020-05-23,Southeast,5408,430.51,158,12.33
2020-05-23,Verdugos,2146,633.37,31,9.15
2020-05-23,Westside,1390,247.02,16,2.85
2020-05-24,Angeles Forest,5,144.3,0,0.0
2020-05-24,Antelope Valley,1322,343.24,21,5.63
2020-05-24,Central LA,5335,554.16,78,7.65
2020-05-24,Eastside,1643,539.14,47,11.33
2020-05-24,Harbor,3487,729.09,69,18.11
2020-05-24,Northeast LA,670,397.47,8,4.75
2020-05-24,Northwest County,1071,291.14,17,5.68
2020-05-24,Pomona Valley,425,186.05,9,3.94
2020-05-24,San Fernando Valley,8326,499.88,151,7.61
2020-05-24,San Gabriel Valley,3817,258.47,86,5.83
2020-05-24,Santa Monica Mountains,148,187.09,0,0.0
2020-05-24,South Bay,2278,293.65,20,2.58
2020-05-24,South LA,5218,618.94,129,15.3
2020-05-24,Southeast,5607,446.34,199,15.83
2020-05-24,Verdugos,2205,650.78,59,17.41
2020-05-24,Westside,1404,249.5,14,2.48
2020-05-25,Angeles Forest,6,173.16,1,28.86
2020-05-25,Antelope Valley,1349,351.03,27,7.79
2020-05-25,Central LA,5473,566.82,138,12.66
2020-05-25,Eastside,1694,552.92,51,13.78
2020-05-25,Harbor,3568,747.47,81,18.38
2020-05-25,Northeast LA,684,405.78,14,8.31
2020-05-25,Northwest County,1104,298.73,33,7.59
2020-05-25,Pomona Valley,441,193.05,16,7.0
2020-05-25,San Fernando Valley,8473,508.48,147,8.6
2020-05-25,San Gabriel Valley,3904,264.36,87,5.89
2020-05-25,Santa Monica Mountains,155,197.32,7,10.23
2020-05-25,South Bay,2319,298.94,41,5.29
2020-05-25,South LA,5394,639.82,176,20.88
2020-05-25,Southeast,5763,458.58,156,12.24
2020-05-25,Verdugos,2235,659.63,30,8.85
2020-05-25,Westside,1420,252.35,16,2.85
2020-05-26,Angeles Forest,7,202.02,1,28.86
2020-05-26,Antelope Valley,1382,361.85,33,10.82
2020-05-26,Central LA,5649,584.63,176,17.81
2020-05-26,Eastside,1842,599.7,148,46.78
2020-05-26,Harbor,3639,763.92,71,16.45
2020-05-26,Northeast LA,724,429.51,40,23.73
2020-05-26,Northwest County,1125,304.79,21,6.06
2020-05-26,Pomona Valley,469,205.31,28,12.26
2020-05-26,San Fernando Valley,8668,521.08,195,12.6
2020-05-26,San Gabriel Valley,4120,278.98,216,14.62
2020-05-26,Santa Monica Mountains,156,197.32,1,0.0
2020-05-26,South Bay,2355,303.58,36,4.64
2020-05-26,South LA,5677,673.39,283,33.57
2020-05-26,Southeast,6250,496.63,487,38.05
2020-05-26,Verdugos,2271,670.26,36,10.63
2020-05-26,Westside,1434,254.83,14,2.48
2020-05-27,Angeles Forest,7,202.02,0,0.0
2020-05-27,Antelope Valley,1398,365.74,16,3.89
2020-05-27,Central LA,5760,594.07,111,9.44
2020-05-27,Eastside,1873,608.07,31,8.37
2020-05-27,Harbor,3709,775.17,70,11.25
2020-05-27,Northeast LA,742,440.18,18,10.67
2020-05-27,Northwest County,1138,309.34,13,4.55
2020-05-27,Pomona Valley,485,212.31,16,7.0
2020-05-27,San Fernando Valley,8851,531.85,183,10.77
2020-05-27,San Gabriel Valley,4209,285.01,89,6.03
2020-05-27,Santa Monica Mountains,157,198.78,1,1.46
2020-05-27,South Bay,2384,307.32,29,3.74
2020-05-27,South LA,5844,693.2,167,19.81
2020-05-27,Southeast,6371,505.12,121,8.49
2020-05-27,Verdugos,2317,683.83,46,13.57
2020-05-27,Westside,1451,257.86,17,3.03
2020-05-28,Angeles Forest,8,230.88,1,28.86
2020-05-28,Antelope Valley,1415,370.94,17,5.2
2020-05-28,Central LA,5845,603.03,85,8.96
2020-05-28,Eastside,1920,623.82,47,15.75
2020-05-28,Harbor,3804,798.49,95,23.32
2020-05-28,Northeast LA,755,447.9,13,7.72
2020-05-28,Northwest County,1174,316.16,36,6.82
2020-05-28,Pomona Valley,501,219.31,16,7.0
2020-05-28,San Fernando Valley,9062,544.19,211,12.34
2020-05-28,San Gabriel Valley,4311,291.92,102,6.91
2020-05-28,Santa Monica Mountains,158,198.78,1,0.0
2020-05-28,South Bay,2421,312.08,37,4.76
2020-05-28,South LA,6038,716.21,194,23.01
2020-05-28,Southeast,6516,516.57,145,11.45
2020-05-28,Verdugos,2350,693.57,33,9.74
2020-05-28,Westside,1483,263.54,32,5.68
2020-05-29,Angeles Forest,8,230.88,0,0.0
2020-05-29,Antelope Valley,1468,386.95,53,16.01
2020-05-29,Central LA,5951,612.82,106,9.79
2020-05-29,Eastside,2104,682.41,184,58.59
2020-05-29,Harbor,3931,831.13,127,32.64
2020-05-29,Northeast LA,768,455.61,13,7.71
2020-05-29,Northwest County,1296,323.75,122,7.59
2020-05-29,Pomona Valley,521,228.07,20,8.76
2020-05-29,San Fernando Valley,9243,554.43,181,10.24
2020-05-29,San Gabriel Valley,4483,303.57,172,11.65
2020-05-29,Santa Monica Mountains,160,201.7,2,2.92
2020-05-29,South Bay,2461,317.24,40,5.16
2020-05-29,South LA,6268,743.49,230,27.28
2020-05-29,Southeast,6987,554.01,471,37.44
2020-05-29,Verdugos,2371,699.77,21,6.2
2020-05-29,Westside,1506,267.63,23,4.09
2020-05-30,Angeles Forest,9,259.74,1,28.86
2020-05-30,Antelope Valley,1497,393.88,29,6.93
2020-05-30,Central LA,6147,634.09,196,21.27
2020-05-30,Eastside,2269,733.62,165,51.21
2020-05-30,Harbor,4110,879.13,179,48.0
2020-05-30,Northeast LA,784,465.1,16,9.49
2020-05-30,Northwest County,1448,332.09,152,8.34
2020-05-30,Pomona Valley,558,244.27,37,16.2
2020-05-30,San Fernando Valley,9492,569.99,249,15.56
2020-05-30,San Gabriel Valley,4673,316.43,190,12.86
2020-05-30,Santa Monica Mountains,165,206.09,5,4.39
2020-05-30,South Bay,2510,323.56,49,6.32
2020-05-30,South LA,6537,775.4,269,31.91
2020-05-30,Southeast,7470,593.37,483,39.36
2020-05-30,Verdugos,2401,708.63,30,8.86
2020-05-30,Westside,1531,272.07,25,4.44
2020-05-31,Angeles Forest,9,259.74,0,0.0
2020-05-31,Antelope Valley,1539,405.56,42,11.68
2020-05-31,Central LA,6297,650.58,150,16.49
2020-05-31,Eastside,2337,758.24,68,24.62
2020-05-31,Harbor,4236,912.32,126,33.19
2020-05-31,Northeast LA,794,471.03,10,5.93
2020-05-31,Northwest County,1537,339.29,89,7.2
2020-05-31,Pomona Valley,586,256.52,28,12.25
2020-05-31,San Fernando Valley,9727,584.56,235,14.57
2020-05-31,San Gabriel Valley,4776,323.41,103,6.98
2020-05-31,Santa Monica Mountains,176,219.24,11,13.15
2020-05-31,South Bay,2555,329.36,45,5.8
2020-05-31,South LA,6729,798.17,192,22.77
2020-05-31,Southeast,7642,606.66,172,13.29
2020-05-31,Verdugos,2423,715.12,22,6.49
2020-05-31,Westside,1548,275.09,17,3.02
2020-06-01,Angeles Forest,9,259.74,0,0.0
2020-06-01,Antelope Valley,1562,410.76,23,5.2
2020-06-01,Central LA,6357,656.79,60,6.21
2020-06-01,Eastside,2377,772.51,40,14.27
2020-06-01,Harbor,4285,924.12,49,11.8
2020-06-01,Northeast LA,805,477.56,11,6.53
2020-06-01,Northwest County,1592,340.81,55,1.52
2020-06-01,Pomona Valley,598,261.78,12,5.26
2020-06-01,San Fernando Valley,9895,594.74,168,10.18
2020-06-01,San Gabriel Valley,4875,330.11,99,6.7
2020-06-01,Santa Monica Mountains,189,238.24,13,19.0
2020-06-01,South Bay,2589,333.74,34,4.38
2020-06-01,South LA,6888,817.03,159,18.86
2020-06-01,Southeast,7794,618.3,152,11.64
2020-06-01,Verdugos,2437,719.25,14,4.13
2020-06-01,Westside,1559,277.05,11,1.96
2020-06-02,Angeles Forest,9,259.74,0,0.0
2020-06-02,Antelope Valley,1587,415.52,25,4.76
2020-06-02,Central LA,6453,666.71,96,9.92
2020-06-02,Eastside,2435,791.72,58,19.21
2020-06-02,Harbor,4372,945.78,87,21.66
2020-06-02,Northeast LA,809,479.93,4,2.37
2020-06-02,Northwest County,1671,347.25,79,6.44
2020-06-02,Pomona Valley,624,273.16,26,11.38
2020-06-02,San Fernando Valley,10146,609.31,251,14.57
2020-06-02,San Gabriel Valley,4978,337.08,103,6.97
2020-06-02,Santa Monica Mountains,191,242.63,2,4.39
2020-06-02,South Bay,2660,342.89,71,9.15
2020-06-02,South LA,7083,840.16,195,23.13
2020-06-02,Southeast,7962,631.94,168,13.64
2020-06-02,Verdugos,2454,724.27,17,5.02
2020-06-02,Westside,1576,280.07,17,3.02
2020-06-03,Angeles Forest,9,259.74,0,0.0
2020-06-03,Antelope Valley,1610,419.42,23,3.9
2020-06-03,Central LA,6528,675.31,75,8.6
2020-06-03,Eastside,2472,804.52,37,12.8
2020-06-03,Harbor,4518,984.19,146,38.41
2020-06-03,Northeast LA,818,485.27,9,5.34
2020-06-03,Northwest County,1747,351.04,76,3.79
2020-06-03,Pomona Valley,660,288.92,36,15.76
2020-06-03,San Fernando Valley,10310,619.16,164,9.85
2020-06-03,San Gabriel Valley,5111,346.09,133,9.01
2020-06-03,Santa Monica Mountains,192,244.09,1,1.46
2020-06-03,South Bay,2705,348.69,45,5.8
2020-06-03,South LA,7247,859.62,164,19.46
2020-06-03,Southeast,8151,647.07,189,15.13
2020-06-03,Verdugos,2465,727.51,11,3.24
2020-06-03,Westside,1591,282.73,15,2.66
2020-06-04,Angeles Forest,10,288.6,1,28.86
2020-06-04,Antelope Valley,1635,424.18,25,4.76
2020-06-04,Central LA,6689,689.05,161,13.74
2020-06-04,Eastside,2566,835.54,94,31.02
2020-06-04,Harbor,4579,999.27,61,15.08
2020-06-04,Northeast LA,831,492.98,13,7.71
2020-06-04,Northwest County,1864,354.07,117,3.03
2020-06-04,Pomona Valley,695,304.24,35,15.32
2020-06-04,San Fernando Valley,10461,628.74,151,9.58
