Date,Region,Cases,Case Rate,dt[Cases],dt[Case Rate]
2020-06-04,San Gabriel Valley,5324,360.51,213,14.42
2020-06-04,Santa Monica Mountains,194,245.55,2,1.46
2020-06-04,South Bay,2740,353.21,35,4.52
2020-06-04,South LA,7411,879.07,164,19.45
2020-06-04,Southeast,8466,672.0,315,24.93
2020-06-04,Verdugos,2515,742.27,50,14.76
2020-06-04,Westside,1605,285.22,14,2.49
2020-06-05,Angeles Forest,10,288.6,0,0.0
2020-06-05,Antelope Valley,1652,428.5,17,4.32
2020-06-05,Central LA,6957,699.69,268,10.64
2020-06-05,Eastside,2645,865.08,79,29.54
2020-06-05,Harbor,4646,1017.38,67,18.11
2020-06-05,Northeast LA,843,500.1,12,7.12
2020-06-05,Northwest County,1995,360.14,131,6.07
2020-06-05,Pomona Valley,715,312.99,20,8.75
2020-06-05,San Fernando Valley,10604,638.13,143,9.39
2020-06-05,San Gabriel Valley,5437,368.17,113,7.66
2020-06-05,Santa Monica Mountains,196,248.48,2,2.93
2020-06-05,South Bay,2778,358.1,38,4.89
2020-06-05,South LA,7596,901.02,185,21.95
2020-06-05,Southeast,8739,694.04,273,22.04
2020-06-05,Verdugos,2552,753.19,37,10.92
2020-06-05,Westside,1633,290.2,28,4.98
2020-06-06,Angeles Forest,10,288.6,0,0.0
2020-06-06,Antelope Valley,1672,434.56,20,6.06
2020-06-06,Central LA,7183,709.37,226,9.68
2020-06-06,Eastside,2733,894.13,88,29.05
2020-06-06,Harbor,4718,1034.38,72,17.0
2020-06-06,Northeast LA,848,503.07,5,2.97
2020-06-06,Northwest County,2089,363.17,94,3.03
2020-06-06,Pomona Valley,740,323.94,25,10.95
2020-06-06,San Fernando Valley,10731,646.07,127,7.94
2020-06-06,San Gabriel Valley,5579,377.78,142,9.61
2020-06-06,Santa Monica Mountains,199,252.86,3,4.38
2020-06-06,South Bay,2827,364.42,49,6.32
2020-06-06,South LA,7817,927.23,221,26.21
2020-06-06,Southeast,8962,711.54,223,17.5
2020-06-06,Verdugos,2569,758.21,17,5.02
2020-06-06,Westside,1641,291.62,8,1.42
2020-06-07,Angeles Forest,10,288.6,0,0.0
2020-06-07,Antelope Valley,1683,436.73,11,2.17
2020-06-07,Central LA,7396,731.83,213,22.46
2020-06-07,Eastside,2811,917.27,78,23.14
2020-06-07,Harbor,4837,1063.73,119,29.35
2020-06-07,Northeast LA,873,517.9,25,14.83
2020-06-07,Northwest County,2191,365.83,102,2.66
2020-06-07,Pomona Valley,756,330.94,16,7.0
2020-06-07,San Fernando Valley,10920,657.82,189,11.75
2020-06-07,San Gabriel Valley,5732,388.14,153,10.36
2020-06-07,Santa Monica Mountains,201,255.78,2,2.92
2020-06-07,South Bay,2860,368.68,33,4.26
2020-06-07,South LA,8066,956.77,249,29.54
2020-06-07,Southeast,9211,730.34,249,18.8
2020-06-07,Verdugos,2599,767.06,30,8.85
2020-06-07,Westside,1665,295.89,24,4.27
2020-06-08,Angeles Forest,10,288.6,0,0.0
2020-06-08,Antelope Valley,1703,442.79,20,6.06
2020-06-08,Central LA,7476,738.28,80,6.45
2020-06-08,Eastside,2863,934.01,52,16.74
2020-06-08,Harbor,4876,1072.79,39,9.06
2020-06-08,Northeast LA,893,529.76,20,11.86
2020-06-08,Northwest County,2218,371.13,27,5.3
2020-06-08,Pomona Valley,779,341.01,23,10.07
2020-06-08,San Fernando Valley,11081,667.54,161,9.72
2020-06-08,San Gabriel Valley,5809,393.36,77,5.22
2020-06-08,Santa Monica Mountains,201,255.78,0,0.0
2020-06-08,South Bay,2890,372.54,30,3.86
2020-06-08,South LA,8189,971.36,123,14.59
2020-06-08,Southeast,9339,740.92,128,10.58
2020-06-08,Verdugos,2614,771.49,15,4.43
2020-06-08,Westside,1674,297.48,9,1.59
2020-06-09,Angeles Forest,10,288.6,0,0.0
2020-06-09,Antelope Valley,1734,451.01,31,8.22
2020-06-09,Central LA,7552,745.69,76,7.41
2020-06-09,Eastside,2915,952.23,52,18.22
2020-06-09,Harbor,4963,1094.73,87,21.94
2020-06-09,Northeast LA,907,538.07,14,8.31
2020-06-09,Northwest County,2288,372.65,70,1.52
2020-06-09,Pomona Valley,805,352.39,26,11.38
2020-06-09,San Fernando Valley,11236,677.38,155,9.84
2020-06-09,San Gabriel Valley,5916,400.6,107,7.24
2020-06-09,Santa Monica Mountains,204,260.17,3,4.39
2020-06-09,South Bay,2911,375.25,21,2.71
2020-06-09,South LA,8384,994.49,195,23.13
2020-06-09,Southeast,9600,761.92,261,21.0
2020-06-09,Verdugos,2630,776.21,16,4.72
2020-06-09,Westside,1691,300.51,17,3.03
2020-06-10,Angeles Forest,10,288.6,0,0.0
2020-06-10,Antelope Valley,1754,454.91,20,3.9
2020-06-10,Central LA,7549,753.93,-3,8.24
2020-06-10,Eastside,2987,978.81,72,26.58
2020-06-10,Harbor,5134,1137.52,171,42.79
2020-06-10,Northeast LA,924,548.15,17,10.08
2020-06-10,Northwest County,2409,374.17,121,1.52
2020-06-10,Pomona Valley,841,368.15,36,15.76
2020-06-10,San Fernando Valley,11385,686.18,149,8.8
2020-06-10,San Gabriel Valley,6037,408.79,121,8.19
2020-06-10,Santa Monica Mountains,205,261.63,1,1.46
2020-06-10,South Bay,2969,382.73,58,7.48
2020-06-10,South LA,8565,1015.96,181,21.47
2020-06-10,Southeast,9900,784.83,300,22.91
2020-06-10,Verdugos,2648,781.52,18,5.31
2020-06-10,Westside,1707,303.35,16,2.84
2020-06-11,Angeles Forest,10,288.6,0,0.0
2020-06-11,Antelope Valley,1792,464.43,38,9.52
2020-06-11,Central LA,7653,776.63,104,22.7
2020-06-11,Eastside,3140,1026.57,153,47.76
2020-06-11,Harbor,5232,1160.84,98,23.32
2020-06-11,Northeast LA,970,575.44,46,27.29
2020-06-11,Northwest County,2641,377.96,232,3.79
2020-06-11,Pomona Valley,866,379.09,25,10.94
2020-06-11,San Fernando Valley,11653,701.34,268,15.16
2020-06-11,San Gabriel Valley,6244,422.81,207,14.02
2020-06-11,Santa Monica Mountains,210,266.02,5,4.39
2020-06-11,South Bay,3038,391.62,69,8.89
2020-06-11,South LA,8838,1048.34,273,32.38
2020-06-11,Southeast,10209,808.62,309,23.79
2020-06-11,Verdugos,2685,792.44,37,10.92
2020-06-11,Westside,1734,308.15,27,4.8
2020-06-12,Angeles Forest,10,288.6,0,0.0
2020-06-12,Antelope Valley,1826,472.65,34,8.22
2020-06-12,Central LA,7700,786.07,47,9.44
2020-06-12,Eastside,3274,1071.87,134,45.3
2020-06-12,Harbor,5352,1191.83,120,30.99
2020-06-12,Northeast LA,984,583.75,14,8.31
2020-06-12,Northwest County,2715,384.4,74,6.44
2020-06-12,Pomona Valley,900,393.98,34,14.89
2020-06-12,San Fernando Valley,11857,713.68,204,12.34
2020-06-12,San Gabriel Valley,6471,438.18,227,15.37
2020-06-12,Santa Monica Mountains,213,270.4,3,4.38
2020-06-12,South Bay,3094,398.84,56,7.22
2020-06-12,South LA,9075,1076.45,237,28.11
2020-06-12,Southeast,10578,837.05,369,28.43
2020-06-12,Verdugos,2701,797.17,16,4.73
2020-06-12,Westside,1758,312.41,24,4.26
2020-06-13,Angeles Forest,11,317.46,1,28.86
2020-06-13,Antelope Valley,1866,485.21,40,12.56
2020-06-13,Central LA,7799,797.3,99,11.23
2020-06-13,Eastside,3381,1110.77,107,38.9
2020-06-13,Harbor,5458,1219.54,106,27.71
2020-06-13,Northeast LA,1012,600.36,28,16.61
2020-06-13,Northwest County,2742,387.43,27,3.03
2020-06-13,Pomona Valley,919,402.3,19,8.32
2020-06-13,San Fernando Valley,12043,724.65,186,10.97
2020-06-13,San Gabriel Valley,6709,454.3,238,16.12
2020-06-13,Santa Monica Mountains,215,273.32,2,2.92
2020-06-13,South Bay,3153,406.44,59,7.6
2020-06-13,South LA,9328,1106.46,253,30.01
2020-06-13,Southeast,10903,862.68,325,25.63
2020-06-13,Verdugos,2726,804.55,25,7.38
2020-06-13,Westside,1797,319.34,39,6.93
2020-06-14,Angeles Forest,11,317.46,0,0.0
2020-06-14,Antelope Valley,1897,493.86,31,8.65
2020-06-14,Central LA,7871,803.76,72,6.46
2020-06-14,Eastside,3465,1138.34,84,27.57
2020-06-14,Harbor,5545,1240.66,87,21.12
2020-06-14,Northeast LA,1040,616.97,28,16.61
2020-06-14,Northwest County,2745,388.95,3,1.52
2020-06-14,Pomona Valley,942,412.36,23,10.06
2020-06-14,San Fernando Valley,12178,732.66,135,8.01
2020-06-14,San Gabriel Valley,6823,462.02,114,7.72
2020-06-14,Santa Monica Mountains,215,273.32,0,0.0
2020-06-14,South Bay,3192,411.47,39,5.03
2020-06-14,South LA,9446,1120.46,118,14.0
2020-06-14,Southeast,11073,876.23,170,13.55
2020-06-14,Verdugos,2761,814.87,35,10.32
2020-06-14,Westside,1819,323.25,22,3.91
2020-06-15,Angeles Forest,11,317.46,0,0.0
2020-06-15,Antelope Valley,1940,505.98,43,12.12
2020-06-15,Central LA,7914,808.66,43,4.9
2020-06-15,Eastside,3519,1157.05,54,18.71
2020-06-15,Harbor,5569,1245.32,24,4.66
2020-06-15,Northeast LA,1051,623.49,11,6.52
2020-06-15,Northwest County,2747,391.22,2,2.27
2020-06-15,Pomona Valley,972,425.5,30,13.14
2020-06-15,San Fernando Valley,12273,737.38,95,4.72
2020-06-15,San Gabriel Valley,6965,471.63,142,9.61
2020-06-15,Santa Monica Mountains,214,271.86,-1,-1.46
2020-06-15,South Bay,3222,415.34,30,3.87
2020-06-15,South LA,9613,1140.27,167,19.81
2020-06-15,Southeast,11254,891.72,181,15.49
2020-06-15,Verdugos,2769,817.24,8,2.37
2020-06-15,Westside,1824,324.14,5,0.89
2020-06-16,Angeles Forest,11,317.46,0,0.0
2020-06-16,Antelope Valley,1966,512.04,26,6.06
2020-06-16,Central LA,8006,818.21,92,9.55
2020-06-16,Eastside,3634,1194.96,115,37.91
2020-06-16,Harbor,5644,1264.52,75,19.2
2020-06-16,Northeast LA,1070,634.77,19,11.28
2020-06-16,Northwest County,2767,396.53,20,5.31
2020-06-16,Pomona Valley,998,436.88,26,11.38
2020-06-16,San Fernando Valley,12409,745.85,136,8.47
2020-06-16,San Gabriel Valley,7118,481.99,153,10.36
2020-06-16,Santa Monica Mountains,216,274.79,2,2.93
2020-06-16,South Bay,3265,420.88,43,5.54
2020-06-16,South LA,9852,1168.62,239,28.35
2020-06-16,Southeast,11512,911.57,258,19.85
2020-06-16,Verdugos,2823,833.17,54,15.93
2020-06-16,Westside,1851,328.94,27,4.8
2020-06-17,Angeles Forest,11,317.46,0,0.0
2020-06-17,Antelope Valley,2013,521.56,47,9.52
2020-06-17,Central LA,8295,850.83,289,32.62
2020-06-17,Eastside,3799,1250.1,165,55.14
2020-06-17,Harbor,5778,1297.44,134,32.92
2020-06-17,Northeast LA,1101,653.16,31,18.39
2020-06-17,Northwest County,2780,400.32,13,3.79
2020-06-17,Pomona Valley,1033,452.2,35,15.32
2020-06-17,San Fernando Valley,12660,761.21,251,15.36
2020-06-17,San Gabriel Valley,7345,497.36,227,15.37
2020-06-17,Santa Monica Mountains,216,274.79,0,0.0
2020-06-17,South Bay,3330,429.26,65,8.38
2020-06-17,South LA,10193,1209.06,341,40.44
2020-06-17,Southeast,11919,944.28,407,32.71
2020-06-17,Verdugos,2881,850.29,58,17.12
2020-06-17,Westside,1893,336.4,42,7.46
2020-06-18,Angeles Forest,11,317.46,0,0.0
2020-06-18,Antelope Valley,2040,527.62,27,6.06
2020-06-18,Central LA,8350,856.81,55,5.98
2020-06-18,Eastside,3832,1259.95,33,9.85
2020-06-18,Harbor,5895,1327.06,117,29.62
2020-06-18,Northeast LA,1111,659.09,10,5.93
2020-06-18,Northwest County,2795,406.01,15,5.69
2020-06-18,Pomona Valley,1066,466.65,33,14.45
2020-06-18,San Fernando Valley,12841,772.37,181,11.16
2020-06-18,San Gabriel Valley,7461,505.22,116,7.86
2020-06-18,Santa Monica Mountains,223,282.09,7,7.3
2020-06-18,South Bay,3367,434.03,37,4.77
2020-06-18,South LA,10351,1227.81,158,18.75
2020-06-18,Southeast,12091,958.1,172,13.82
2020-06-18,Verdugos,2932,865.34,51,15.05
2020-06-18,Westside,1921,341.38,28,4.98
2020-06-19,Angeles Forest,12,346.32,1,28.86
2020-06-19,Antelope Valley,2072,536.71,32,9.09
2020-06-19,Central LA,8460,867.8,110,10.99
2020-06-19,Eastside,3921,1285.06,89,25.11
2020-06-19,Harbor,6048,1366.56,153,39.5
2020-06-19,Northeast LA,1135,673.33,24,14.24
2020-06-19,Northwest County,2807,409.42,12,3.41
2020-06-19,Pomona Valley,1104,483.28,38,16.63
2020-06-19,San Fernando Valley,13059,785.7,218,13.33
2020-06-19,San Gabriel Valley,7622,516.12,161,10.9
2020-06-19,Santa Monica Mountains,228,287.94,5,5.85
2020-06-19,South Bay,3411,439.7,44,5.67
2020-06-19,South LA,10549,1251.29,198,23.48
2020-06-19,Southeast,12283,973.67,192,15.57
2020-06-19,Verdugos,2969,876.26,37,10.92
2020-06-19,Westside,1951,346.71,30,5.33
2020-06-20,Angeles Forest,12,346.32,0,0.0
2020-06-20,Antelope Valley,2112,545.37,40,8.66
2020-06-20,Central LA,8592,880.82,132,13.02
2020-06-20,Eastside,4012,1317.56,91,32.5
2020-06-20,Harbor,6146,1391.8,98,25.24
2020-06-20,Northeast LA,1164,690.53,29,17.2
2020-06-20,Northwest County,2825,415.49,18,6.07
2020-06-20,Pomona Valley,1159,507.36,55,24.08
2020-06-20,San Fernando Valley,13336,802.83,277,17.13
2020-06-20,San Gabriel Valley,7894,534.54,272,18.42
2020-06-20,Santa Monica Mountains,238,298.17,10,10.23
2020-06-20,South Bay,3506,451.95,95,12.25
2020-06-20,South LA,10888,1291.5,339,40.21
2020-06-20,Southeast,12745,1010.06,462,36.39
2020-06-20,Verdugos,3014,889.54,45,13.28
2020-06-20,Westside,1999,355.24,48,8.53
2020-06-21,Angeles Forest,12,346.32,0,0.0
2020-06-21,Antelope Valley,2138,548.4,26,3.03
2020-06-21,Central LA,8677,890.26,85,9.44
2020-06-21,Eastside,4111,1347.1,99,29.54
2020-06-21,Harbor,6243,1417.31,97,25.51
2020-06-21,Northeast LA,1174,696.46,10,5.93
2020-06-21,Northwest County,2838,419.66,13,4.17
2020-06-21,Pomona Valley,1200,525.3,41,17.94
2020-06-21,San Fernando Valley,13512,813.79,176,10.96
2020-06-21,San Gabriel Valley,8158,552.42,264,17.88
2020-06-21,Santa Monica Mountains,242,304.02,4,5.85
2020-06-21,South Bay,3578,461.23,72,9.28
2020-06-21,South LA,11152,1322.82,264,31.32
2020-06-21,Southeast,13148,1041.2,403,31.14
2020-06-21,Verdugos,3059,902.83,45,13.29
2020-06-21,Westside,2021,359.15,22,3.91
2020-06-22,Angeles Forest,12,346.32,0,0.0
2020-06-22,Antelope Valley,2183,560.95,45,12.55
2020-06-22,Central LA,8962,920.01,285,29.75
2020-06-22,Eastside,4317,1413.08,206,65.98
2020-06-22,Harbor,6310,1433.21,67,15.9
2020-06-22,Northeast LA,1242,736.8,68,40.34
2020-06-22,Northwest County,2848,423.45,10,3.79
2020-06-22,Pomona Valley,1275,558.14,75,32.84
2020-06-22,San Fernando Valley,13771,829.61,259,15.82
2020-06-22,San Gabriel Valley,8540,579.77,382,27.35
2020-06-22,Santa Monica Mountains,244,305.48,2,1.46
2020-06-22,South Bay,3627,471.21,49,9.98
2020-06-22,South LA,11099,1373.41,-53,50.59
2020-06-22,Southeast,13666,1083.62,518,42.42
2020-06-22,Verdugos,3127,922.9,68,20.07
2020-06-22,Westside,2055,365.19,34,6.04
2020-06-23,Angeles Forest,12,346.32,0,0.0
2020-06-23,Antelope Valley,2329,603.8,146,42.85
2020-06-23,Central LA,9134,937.22,172,17.21
2020-06-23,Eastside,4419,1450.5,102,37.42
2020-06-23,Harbor,6471,1472.44,161,39.23
2020-06-23,Northeast LA,1269,752.82,27,16.02
2020-06-23,Northwest County,2884,435.96,36,12.51
2020-06-23,Pomona Valley,1338,585.71,63,27.57
2020-06-23,San Fernando Valley,14052,847.21,281,17.6
2020-06-23,San Gabriel Valley,8964,607.0,424,27.23
2020-06-23,Santa Monica Mountains,253,314.25,9,8.77
2020-06-23,South Bay,3754,483.92,127,12.71
2020-06-23,South LA,11846,1405.14,747,31.73
2020-06-23,Southeast,14090,1117.12,424,33.5
2020-06-23,Verdugos,3168,935.0,41,12.1
2020-06-23,Westside,2106,374.25,51,9.06
2020-06-24,Angeles Forest,12,346.32,0,0.0
2020-06-24,Antelope Valley,2358,610.73,29,6.93
2020-06-24,Central LA,9209,945.22,75,8.0
2020-06-24,Eastside,4472,1466.25,53,15.75
2020-06-24,Harbor,6759,1549.24,288,76.8
2020-06-24,Northeast LA,1281,759.94,12,7.12
2020-06-24,Northwest County,2895,440.13,11,4.17
2020-06-24,Pomona Valley,1369,599.28,31,13.57
2020-06-24,San Fernando Valley,14187,855.15,135,7.94
2020-06-24,San Gabriel Valley,9102,616.34,138,9.34
2020-06-24,Santa Monica Mountains,255,317.17,2,2.92
2020-06-24,South Bay,3817,492.04,63,8.12
2020-06-24,South LA,12023,1426.13,177,20.99
2020-06-24,Southeast,14299,1134.26,209,17.14
2020-06-24,Verdugos,3201,944.74,33,9.74
2020-06-24,Westside,2129,378.34,23,4.09
2020-06-25,Angeles Forest,12,346.32,0,0.0
2020-06-25,Antelope Valley,2400,622.85,42,12.12
2020-06-25,Central LA,9387,961.59,178,16.37
2020-06-25,Eastside,4572,1496.29,100,30.04
2020-06-25,Harbor,6957,1601.09,198,51.85
2020-06-25,Northeast LA,1309,776.55,28,16.61
2020-06-25,Northwest County,2960,450.36,65,10.23
2020-06-25,Pomona Valley,1423,622.92,54,23.64
2020-06-25,San Fernando Valley,14443,870.44,256,15.29
2020-06-25,San Gabriel Valley,9386,635.57,284,19.23
2020-06-25,Santa Monica Mountains,260,324.48,5,7.31
2020-06-25,South Bay,3881,500.29,64,8.25
2020-06-25,South LA,12259,1454.13,236,28.0
2020-06-25,Southeast,14607,1159.36,308,25.1
2020-06-25,Verdugos,3242,956.84,41,12.1
2020-06-25,Westside,2171,385.81,42,7.47
2020-06-26,Angeles Forest,12,346.32,0,0.0
2020-06-26,Antelope Valley,2440,630.64,40,7.79
2020-06-26,Central LA,9509,973.9,122,12.31
2020-06-26,Eastside,4675,1527.8,103,31.51
2020-06-26,Harbor,7107,1641.41,150,40.32
2020-06-26,Northeast LA,1342,796.13,33,19.58
2020-06-26,Northwest County,2986,459.46,26,9.1
2020-06-26,Pomona Valley,1477,646.56,54,23.64
2020-06-26,San Fernando Valley,14712,886.53,269,16.09
2020-06-26,San Gabriel Valley,9618,651.28,232,15.71
2020-06-26,Santa Monica Mountains,264,330.33,4,5.85
2020-06-26,South Bay,3954,509.7,73,9.41
2020-06-26,South LA,12540,1487.46,281,33.33
2020-06-26,Southeast,14919,1183.68,312,24.32
2020-06-26,Verdugos,3268,964.51,26,7.67
2020-06-26,Westside,2198,390.6,27,4.79
2020-06-27,Angeles Forest,12,346.32,0,0.0
2020-06-27,Antelope Valley,2529,647.95,89,17.31
2020-06-27,Central LA,9661,988.36,152,14.46
2020-06-27,Eastside,4785,1562.75,110,34.95
2020-06-27,Harbor,7301,1691.61,194,50.2
2020-06-27,Northeast LA,1380,818.67,38,22.54
2020-06-27,Northwest County,3023,472.35,37,12.89
2020-06-27,Pomona Valley,1538,673.27,61,26.71
2020-06-27,San Fernando Valley,14957,901.03,245,14.5
2020-06-27,San Gabriel Valley,9910,671.05,292,19.77
2020-06-27,Santa Monica Mountains,268,334.71,4,4.38
2020-06-27,South Bay,4065,524.01,111,14.31
2020-06-27,South LA,12775,1515.33,235,27.87
2020-06-27,Southeast,15303,1215.95,384,32.27
2020-06-27,Verdugos,3315,978.38,47,13.87
2020-06-27,Westside,2255,400.73,57,10.13
2020-06-28,Angeles Forest,12,346.32,0,0.0
2020-06-28,Antelope Valley,2593,665.26,64,17.31
2020-06-28,Central LA,9880,1008.91,219,20.55
2020-06-28,Eastside,4923,1609.53,138,46.78
2020-06-28,Harbor,7409,1716.29,108,24.68
2020-06-28,Northeast LA,1404,832.91,24,14.24
2020-06-28,Northwest County,3064,486.38,41,14.03
2020-06-28,Pomona Valley,1625,711.35,87,38.08
2020-06-28,San Fernando Valley,15243,917.9,286,16.87
2020-06-28,San Gabriel Valley,10314,698.41,404,27.36
2020-06-28,Santa Monica Mountains,274,339.1,6,4.39
2020-06-28,South Bay,4176,538.32,111,14.31
2020-06-28,South LA,13084,1551.99,309,36.66
2020-06-28,Southeast,15858,1261.09,555,45.14
2020-06-28,Verdugos,3371,994.91,56,16.53
2020-06-28,Westside,2314,411.22,59,10.49
2020-06-29,Angeles Forest,13,375.18,1,28.86
2020-06-29,Antelope Valley,2653,680.41,60,15.15
2020-06-29,Central LA,10134,1034.48,254,25.57
2020-06-29,Eastside,5077,1660.73,154,51.2
2020-06-29,Harbor,7486,1734.67,77,18.38
2020-06-29,Northeast LA,1443,856.04,39,23.13
2020-06-29,Northwest County,3117,504.57,53,18.19
2020-06-29,Pomona Valley,1683,736.74,58,25.39
2020-06-29,San Fernando Valley,15676,944.03,433,26.13
2020-06-29,San Gabriel Valley,10687,723.67,373,25.26
2020-06-29,Santa Monica Mountains,287,352.25,13,13.15
2020-06-29,South Bay,4274,550.95,98,12.63
2020-06-29,South LA,13521,1603.82,437,51.83
2020-06-29,Southeast,16391,1304.38,533,43.29
2020-06-29,Verdugos,3446,1017.04,75,22.13
2020-06-29,Westside,2364,420.1,50,8.88
2020-06-30,Angeles Forest,13,375.18,0,0.0
2020-06-30,Antelope Valley,2726,699.89,73,19.48
2020-06-30,Central LA,10370,1060.4,236,25.92
2020-06-30,Eastside,5213,1701.6,136,40.87
2020-06-30,Harbor,7740,1800.23,254,65.56
2020-06-30,Northeast LA,1477,876.21,34,20.17
2020-06-30,Northwest County,3165,520.5,48,15.93
2020-06-30,Pomona Valley,1753,767.38,70,30.64
2020-06-30,San Fernando Valley,15924,959.33,248,15.3
2020-06-30,San Gabriel Valley,11119,752.92,432,29.25
2020-06-30,Santa Monica Mountains,296,362.48,9,10.23
2020-06-30,South Bay,4386,565.39,112,14.44
2020-06-30,South LA,13882,1646.64,361,42.82
2020-06-30,Southeast,16951,1348.99,560,44.61
2020-06-30,Verdugos,3518,1038.29,72,21.25
2020-06-30,Westside,2411,428.46,47,8.36
2020-07-01,Angeles Forest,13,375.18,0,0.0
2020-07-01,Antelope Valley,2778,714.17,52,14.28
2020-07-01,Central LA,10509,1075.22,139,14.82
2020-07-01,Eastside,5270,1724.25,57,22.65
2020-07-01,Harbor,8125,1903.36,385,103.13
2020-07-01,Northeast LA,1495,886.89,18,10.68
2020-07-01,Northwest County,3185,528.46,20,7.96
2020-07-01,Pomona Valley,1790,783.58,37,16.2
2020-07-01,San Fernando Valley,16092,969.63,168,10.3
2020-07-01,San Gabriel Valley,11389,771.2,270,18.28
2020-07-01,Santa Monica Mountains,304,372.71,8,10.23
2020-07-01,South Bay,4465,575.57,79,10.18
2020-07-01,South LA,14137,1676.89,255,30.25
2020-07-01,Southeast,17279,1375.75,328,26.76
2020-07-01,Verdugos,3572,1054.23,54,15.94
2020-07-01,Westside,2458,436.81,47,8.35
2020-07-02,Angeles Forest,14,404.04,1,28.86
2020-07-02,Antelope Valley,2835,725.43,57,11.26
2020-07-02,Central LA,10671,1091.71,162,16.49
2020-07-02,Eastside,5411,1767.58,141,43.33
2020-07-02,Harbor,8351,1963.16,226,59.8
2020-07-02,Northeast LA,1525,904.69,30,17.8
2020-07-02,Northwest County,3218,540.59,33,12.13
2020-07-02,Pomona Valley,1844,807.22,54,23.64
2020-07-02,San Fernando Valley,16382,987.09,290,17.46
2020-07-02,San Gabriel Valley,11730,794.29,341,23.09
2020-07-02,Santa Monica Mountains,312,381.48,8,8.77
2020-07-02,South Bay,4526,583.43,61,7.86
2020-07-02,South LA,14393,1707.26,256,30.37
2020-07-02,Southeast,17679,1407.94,400,32.19
2020-07-02,Verdugos,3614,1066.63,42,12.4
2020-07-02,Westside,2499,444.09,41,7.28
