,Date,Region,Cases,Case Rate,dt[Cases],dt[Case Rate]
879,2020-05-23,Westside,1390,247.02,16,2.8500000000000227
880,2020-05-24,Angeles Forest,5,144.3,0,0.0
881,2020-05-24,Antelope Valley,1322,343.24,21,5.6299999999999955
882,2020-05-24,Central LA,5335,554.16,78,7.649999999999977
883,2020-05-24,Eastside,1643,539.14,47,11.330000000000041
884,2020-05-24,Harbor,3487,318.92,69,7.920000000000016
885,2020-05-24,Northeast LA,670,397.47,8,4.75
886,2020-05-24,Northwest County,1071,291.14,17,5.680000000000007
887,2020-05-24,Pomona Valley,425,186.05,9,3.9399999999999977
888,2020-05-24,San Fernando Valley,8326,499.88,151,7.610000000000014
889,2020-05-24,San Gabriel Valley,3817,258.47,86,5.830000000000041
890,2020-05-24,Santa Monica Mountains,148,187.09,0,0.0
891,2020-05-24,South Bay,2278,293.65,20,2.579999999999984
892,2020-05-24,South LA,5218,618.94,129,15.300000000000068
893,2020-05-24,Southeast,5607,446.34,199,15.829999999999984
894,2020-05-24,Verdugos,2205,459.31,59,12.29000000000002
895,2020-05-24,Westside,1404,249.5,14,2.4799999999999898
896,2020-05-25,Angeles Forest,6,173.16,1,28.859999999999985
897,2020-05-25,Antelope Valley,1349,351.03,27,7.789999999999964
898,2020-05-25,Central LA,5473,566.82,138,12.660000000000082
899,2020-05-25,Eastside,1694,552.92,51,13.779999999999973
900,2020-05-25,Harbor,3568,326.96,81,8.039999999999964
901,2020-05-25,Northeast LA,684,405.78,14,8.309999999999945
902,2020-05-25,Northwest County,1104,298.73,33,7.590000000000032
903,2020-05-25,Pomona Valley,441,193.05,16,7.0
904,2020-05-25,San Fernando Valley,8473,508.48,147,8.600000000000023
905,2020-05-25,San Gabriel Valley,3904,264.36,87,5.889999999999986
906,2020-05-25,Santa Monica Mountains,155,197.32,7,10.22999999999999
907,2020-05-25,South Bay,2319,298.94,41,5.2900000000000205
908,2020-05-25,South LA,5394,639.82,176,20.879999999999995
909,2020-05-25,Southeast,5763,458.58,156,12.240000000000009
910,2020-05-25,Verdugos,2235,465.56,30,6.25
911,2020-05-25,Westside,1420,252.35,16,2.8499999999999943
912,2020-05-26,Angeles Forest,7,202.02,1,28.860000000000014
913,2020-05-26,Antelope Valley,1382,361.85,33,10.82000000000005
914,2020-05-26,Central LA,5649,584.63,176,17.809999999999945
915,2020-05-26,Eastside,1842,599.7,148,46.780000000000086
916,2020-05-26,Harbor,3639,334.15,71,7.189999999999998
917,2020-05-26,Northeast LA,724,429.51,40,23.730000000000018
918,2020-05-26,Northwest County,1125,304.79,21,6.060000000000002
919,2020-05-26,Pomona Valley,469,205.31,28,12.259999999999991
920,2020-05-26,San Fernando Valley,8668,521.08,195,12.600000000000023
921,2020-05-26,San Gabriel Valley,4120,278.98,216,14.620000000000005
922,2020-05-26,Santa Monica Mountains,156,197.32,1,0.0
923,2020-05-26,South Bay,2355,303.58,36,4.639999999999986
924,2020-05-26,South LA,5677,673.39,283,33.569999999999936
925,2020-05-26,Southeast,6250,496.63,487,38.05000000000001
926,2020-05-26,Verdugos,2271,473.06,36,7.5
927,2020-05-26,Westside,1434,254.83,14,2.480000000000018
928,2020-05-27,Angeles Forest,7,202.02,0,0.0
929,2020-05-27,Antelope Valley,1398,365.74,16,3.8899999999999864
930,2020-05-27,Central LA,5760,594.07,111,9.440000000000055
931,2020-05-27,Eastside,1873,608.07,31,8.370000000000005
932,2020-05-27,Harbor,3709,339.07,70,4.920000000000016
933,2020-05-27,Northeast LA,742,440.18,18,10.670000000000016
934,2020-05-27,Northwest County,1138,309.34,13,4.5499999999999545
935,2020-05-27,Pomona Valley,485,212.31,16,7.0
936,2020-05-27,San Fernando Valley,8851,531.85,183,10.769999999999982
937,2020-05-27,San Gabriel Valley,4209,285.01,89,6.029999999999973
938,2020-05-27,Santa Monica Mountains,157,198.78,1,1.460000000000008
939,2020-05-27,South Bay,2384,307.32,29,3.740000000000009
940,2020-05-27,South LA,5844,693.2,167,19.81000000000006
941,2020-05-27,Southeast,6371,505.12,121,8.490000000000009
942,2020-05-27,Verdugos,2317,482.64,46,9.579999999999984
943,2020-05-27,Westside,1451,257.86,17,3.030000000000001
944,2020-05-28,Angeles Forest,8,230.88,1,28.859999999999985
945,2020-05-28,Antelope Valley,1415,370.94,17,5.199999999999989
946,2020-05-28,Central LA,5845,603.03,85,8.959999999999923
947,2020-05-28,Eastside,1920,623.82,47,15.75
948,2020-05-28,Harbor,3804,349.27,95,10.199999999999989
949,2020-05-28,Northeast LA,755,447.9,13,7.71999999999997
950,2020-05-28,Northwest County,1174,316.16,36,6.82000000000005
951,2020-05-28,Pomona Valley,501,219.31,16,7.0
952,2020-05-28,San Fernando Valley,9062,544.19,211,12.340000000000032
953,2020-05-28,San Gabriel Valley,4311,291.92,102,6.910000000000025
954,2020-05-28,Santa Monica Mountains,158,198.78,1,0.0
955,2020-05-28,South Bay,2421,312.08,37,4.759999999999991
956,2020-05-28,South LA,6038,716.21,194,23.00999999999999
957,2020-05-28,Southeast,6516,516.57,145,11.450000000000045
958,2020-05-28,Verdugos,2350,489.51,33,6.8700000000000045
959,2020-05-28,Westside,1483,263.54,32,5.680000000000007
960,2020-05-29,Angeles Forest,8,230.88,0,0.0
961,2020-05-29,Antelope Valley,1468,386.95,53,16.00999999999999
962,2020-05-29,Central LA,5951,612.82,106,9.790000000000077
963,2020-05-29,Eastside,2104,682.41,184,58.58999999999992
964,2020-05-29,Harbor,3931,363.55,127,14.28000000000003
965,2020-05-29,Northeast LA,768,455.61,13,7.710000000000036
966,2020-05-29,Northwest County,1296,323.75,122,7.589999999999975
967,2020-05-29,Pomona Valley,521,228.07,20,8.759999999999991
968,2020-05-29,San Fernando Valley,9243,554.43,181,10.239999999999895
969,2020-05-29,San Gabriel Valley,4483,303.57,172,11.649999999999977
970,2020-05-29,Santa Monica Mountains,160,201.7,2,2.9199999999999875
971,2020-05-29,South Bay,2461,317.24,40,5.160000000000025
972,2020-05-29,South LA,6268,743.49,230,27.279999999999973
973,2020-05-29,Southeast,6987,554.01,471,37.43999999999994
974,2020-05-29,Verdugos,2371,493.89,21,4.3799999999999955
975,2020-05-29,Westside,1506,267.63,23,4.089999999999975
976,2020-05-30,Angeles Forest,9,259.74,1,28.860000000000014
977,2020-05-30,Antelope Valley,1497,393.88,29,6.930000000000007
978,2020-05-30,Central LA,6147,634.09,196,21.269999999999982
979,2020-05-30,Eastside,2269,733.62,165,51.210000000000036
980,2020-05-30,Harbor,4110,384.55,179,21.0
981,2020-05-30,Northeast LA,784,465.1,16,9.490000000000009
982,2020-05-30,Northwest County,1448,332.09,152,8.339999999999975
983,2020-05-30,Pomona Valley,558,244.27,37,16.200000000000017
984,2020-05-30,San Fernando Valley,9492,569.99,249,15.56000000000006
985,2020-05-30,San Gabriel Valley,4673,316.43,190,12.860000000000014
986,2020-05-30,Santa Monica Mountains,165,206.09,5,4.390000000000015
987,2020-05-30,South Bay,2510,323.56,49,6.319999999999993
988,2020-05-30,South LA,6537,775.4,269,31.909999999999968
989,2020-05-30,Southeast,7470,593.37,483,39.360000000000014
990,2020-05-30,Verdugos,2401,500.13,30,6.240000000000009
991,2020-05-30,Westside,1531,272.07,25,4.439999999999998
992,2020-05-31,Angeles Forest,9,259.74,0,0.0
993,2020-05-31,Antelope Valley,1539,405.56,42,11.680000000000007
994,2020-05-31,Central LA,6297,650.58,150,16.49000000000001
995,2020-05-31,Eastside,2337,758.24,68,24.620000000000005
996,2020-05-31,Harbor,4236,399.07,126,14.519999999999982
997,2020-05-31,Northeast LA,794,471.03,10,5.92999999999995
998,2020-05-31,Northwest County,1537,339.29,89,7.2000000000000455
999,2020-05-31,Pomona Valley,586,256.52,28,12.249999999999972
1000,2020-05-31,San Fernando Valley,9727,584.56,235,14.569999999999936
1001,2020-05-31,San Gabriel Valley,4776,323.41,103,6.980000000000018
1002,2020-05-31,Santa Monica Mountains,176,219.24,11,13.150000000000006
1003,2020-05-31,South Bay,2555,329.36,45,5.800000000000011
1004,2020-05-31,South LA,6729,798.17,192,22.769999999999982
1005,2020-05-31,Southeast,7642,606.66,172,13.289999999999964
1006,2020-05-31,Verdugos,2423,504.72,22,4.590000000000032
1007,2020-05-31,Westside,1548,275.09,17,3.019999999999982
1008,2020-06-01,Angeles Forest,9,259.74,0,0.0
1009,2020-06-01,Antelope Valley,1562,410.76,23,5.199999999999989
1010,2020-06-01,Central LA,6357,656.79,60,6.209999999999923
1011,2020-06-01,Eastside,2377,772.51,40,14.269999999999982
1012,2020-06-01,Harbor,4285,404.22,49,5.150000000000034
1013,2020-06-01,Northeast LA,805,477.56,11,6.53000000000003
1014,2020-06-01,Northwest County,1592,340.81,55,1.5199999999999818
1015,2020-06-01,Pomona Valley,598,261.78,12,5.259999999999991
1016,2020-06-01,San Fernando Valley,9895,594.74,168,10.180000000000064
1017,2020-06-01,San Gabriel Valley,4875,330.11,99,6.699999999999989
1018,2020-06-01,Santa Monica Mountains,189,238.24,13,19.0
1019,2020-06-01,South Bay,2589,333.74,34,4.3799999999999955
1020,2020-06-01,South LA,6888,817.03,159,18.860000000000014
1021,2020-06-01,Southeast,7794,618.3,152,11.639999999999986
1022,2020-06-01,Verdugos,2437,507.63,14,2.909999999999968
1023,2020-06-01,Westside,1559,277.05,11,1.9600000000000364
1024,2020-06-02,Angeles Forest,9,259.74,0,0.0
1025,2020-06-02,Antelope Valley,1587,415.52,25,4.759999999999991
1026,2020-06-02,Central LA,6453,666.71,96,9.920000000000073
1027,2020-06-02,Eastside,2435,791.72,58,19.210000000000036
1028,2020-06-02,Harbor,4372,413.7,87,9.479999999999961
1029,2020-06-02,Northeast LA,809,479.93,4,2.3700000000000045
1030,2020-06-02,Northwest County,1671,347.25,79,6.439999999999998
1031,2020-06-02,Pomona Valley,624,273.16,26,11.380000000000052
1032,2020-06-02,San Fernando Valley,10146,609.31,251,14.569999999999936
1033,2020-06-02,San Gabriel Valley,4978,337.08,103,6.96999999999997
1034,2020-06-02,Santa Monica Mountains,191,242.63,2,4.389999999999986
1035,2020-06-02,South Bay,2660,342.89,71,9.149999999999977
1036,2020-06-02,South LA,7083,840.16,195,23.129999999999995
1037,2020-06-02,Southeast,7962,631.94,168,13.6400000000001
1038,2020-06-02,Verdugos,2454,511.17,17,3.5400000000000205
1039,2020-06-02,Westside,1576,280.07,17,3.019999999999982
1040,2020-06-03,Angeles Forest,9,259.74,0,0.0
1041,2020-06-03,Antelope Valley,1610,419.42,23,3.900000000000034
1042,2020-06-03,Central LA,6528,675.31,75,8.599999999999909
1043,2020-06-03,Eastside,2472,804.52,37,12.799999999999955
1044,2020-06-03,Harbor,4518,430.5,146,16.80000000000001
1045,2020-06-03,Northeast LA,818,485.27,9,5.339999999999975
1046,2020-06-03,Northwest County,1747,351.04,76,3.7900000000000205
1047,2020-06-03,Pomona Valley,660,288.92,36,15.759999999999991
1048,2020-06-03,San Fernando Valley,10310,619.16,164,9.850000000000023
1049,2020-06-03,San Gabriel Valley,5111,346.09,133,9.009999999999991
1050,2020-06-03,Santa Monica Mountains,192,244.09,1,1.460000000000008
1051,2020-06-03,South Bay,2705,348.69,45,5.800000000000011
1052,2020-06-03,South LA,7247,859.62,164,19.460000000000036
1053,2020-06-03,Southeast,8151,647.07,189,15.129999999999995
1054,2020-06-03,Verdugos,2465,513.47,11,2.3000000000000114
1055,2020-06-03,Westside,1591,282.73,15,2.660000000000025
1056,2020-06-04,Angeles Forest,10,288.6,1,28.860000000000014
1057,2020-06-04,Antelope Valley,1635,424.18,25,4.759999999999991
1058,2020-06-04,Central LA,6689,689.05,161,13.740000000000009
1059,2020-06-04,Eastside,2566,835.54,94,31.019999999999982
1060,2020-06-04,Harbor,4579,437.1,61,6.600000000000023
1061,2020-06-04,Northeast LA,831,492.98,13,7.710000000000036
1062,2020-06-04,Northwest County,1864,354.07,117,3.0299999999999727
1063,2020-06-04,Pomona Valley,695,304.24,35,15.319999999999993
1064,2020-06-04,San Fernando Valley,10461,628.74,151,9.580000000000041
1065,2020-06-04,San Gabriel Valley,5324,360.51,213,14.420000000000016
1066,2020-06-04,Santa Monica Mountains,194,245.55,2,1.460000000000008
1067,2020-06-04,South Bay,2740,353.21,35,4.519999999999982
1068,2020-06-04,South LA,7411,879.07,164,19.450000000000045
1069,2020-06-04,Southeast,8466,672.0,315,24.92999999999995
1070,2020-06-04,Verdugos,2515,523.88,50,10.409999999999968
1071,2020-06-04,Westside,1605,285.22,14,2.490000000000009
1072,2020-06-05,Angeles Forest,10,288.6,0,0.0
1073,2020-06-05,Antelope Valley,1652,428.5,17,4.319999999999993
1074,2020-06-05,Central LA,6957,699.69,268,10.6400000000001
1075,2020-06-05,Eastside,2645,865.08,79,29.540000000000077
1076,2020-06-05,Harbor,4646,445.02,67,7.919999999999959
1077,2020-06-05,Northeast LA,843,500.1,12,7.1200000000000045
1078,2020-06-05,Northwest County,1995,360.14,131,6.069999999999993
1079,2020-06-05,Pomona Valley,715,312.99,20,8.75
1080,2020-06-05,San Fernando Valley,10604,638.13,143,9.389999999999986
1081,2020-06-05,San Gabriel Valley,5437,368.17,113,7.660000000000025
1082,2020-06-05,Santa Monica Mountains,196,248.48,2,2.9299999999999784
1083,2020-06-05,South Bay,2778,358.1,38,4.890000000000043
1084,2020-06-05,South LA,7596,901.02,185,21.949999999999932
1085,2020-06-05,Southeast,8739,694.04,273,22.039999999999964
1086,2020-06-05,Verdugos,2552,531.59,37,7.710000000000036
1087,2020-06-05,Westside,1633,290.2,28,4.979999999999961
1088,2020-06-06,Angeles Forest,10,288.6,0,0.0
1089,2020-06-06,Antelope Valley,1672,434.56,20,6.060000000000002
1090,2020-06-06,Central LA,7183,709.37,226,9.67999999999995
1091,2020-06-06,Eastside,2733,894.13,88,29.049999999999955
1092,2020-06-06,Harbor,4718,452.46,72,7.439999999999998
1093,2020-06-06,Northeast LA,848,503.07,5,2.9699999999999704
1094,2020-06-06,Northwest County,2089,363.17,94,3.0300000000000296
1095,2020-06-06,Pomona Valley,740,323.94,25,10.949999999999989
1096,2020-06-06,San Fernando Valley,10731,646.07,127,7.940000000000055
1097,2020-06-06,San Gabriel Valley,5579,377.78,142,9.609999999999957
1098,2020-06-06,Santa Monica Mountains,199,252.86,3,4.380000000000024
1099,2020-06-06,South Bay,2827,364.42,49,6.319999999999993
1100,2020-06-06,South LA,7817,927.23,221,26.210000000000036
1101,2020-06-06,Southeast,8962,711.54,223,17.5
1102,2020-06-06,Verdugos,2569,535.13,17,3.5399999999999636
1103,2020-06-06,Westside,1641,291.62,8,1.420000000000016
1104,2020-06-07,Angeles Forest,10,288.6,0,0.0
1105,2020-06-07,Antelope Valley,1683,436.73,11,2.170000000000016
1106,2020-06-07,Central LA,7396,731.83,213,22.460000000000036
1107,2020-06-07,Eastside,2811,917.27,78,23.139999999999986
1108,2020-06-07,Harbor,4837,465.3,119,12.840000000000032
1109,2020-06-07,Northeast LA,873,517.9,25,14.829999999999984
1110,2020-06-07,Northwest County,2191,365.83,102,2.659999999999968
1111,2020-06-07,Pomona Valley,756,330.94,16,7.0
1112,2020-06-07,San Fernando Valley,10920,657.82,189,11.75
1113,2020-06-07,San Gabriel Valley,5732,388.14,153,10.360000000000014
1114,2020-06-07,Santa Monica Mountains,201,255.78,2,2.9199999999999875
1115,2020-06-07,South Bay,2860,368.68,33,4.259999999999991
1116,2020-06-07,South LA,8066,956.77,249,29.539999999999964
1117,2020-06-07,Southeast,9211,730.34,249,18.800000000000068
1118,2020-06-07,Verdugos,2599,541.38,30,6.25
1119,2020-06-07,Westside,1665,295.89,24,4.269999999999982
1120,2020-06-08,Angeles Forest,10,288.6,0,0.0
1121,2020-06-08,Antelope Valley,1703,442.79,20,6.060000000000002
1122,2020-06-08,Central LA,7476,738.28,80,6.449999999999932
1123,2020-06-08,Eastside,2863,934.01,52,16.74000000000001
1124,2020-06-08,Harbor,4876,469.26,39,3.9599999999999795
1125,2020-06-08,Northeast LA,893,529.76,20,11.860000000000014
1126,2020-06-08,Northwest County,2218,371.13,27,5.300000000000011
1127,2020-06-08,Pomona Valley,779,341.01,23,10.069999999999993
1128,2020-06-08,San Fernando Valley,11081,667.54,161,9.719999999999914
1129,2020-06-08,San Gabriel Valley,5809,393.36,77,5.220000000000027
1130,2020-06-08,Santa Monica Mountains,201,255.78,0,0.0
1131,2020-06-08,South Bay,2890,372.54,30,3.8600000000000136
1132,2020-06-08,South LA,8189,971.36,123,14.590000000000032
1133,2020-06-08,Southeast,9339,740.92,128,10.579999999999927
1134,2020-06-08,Verdugos,2614,544.5,15,3.1200000000000045
1135,2020-06-08,Westside,1674,297.48,9,1.5900000000000318
1136,2020-06-09,Angeles Forest,10,288.6,0,0.0
1137,2020-06-09,Antelope Valley,1734,451.01,31,8.21999999999997
1138,2020-06-09,Central LA,7552,745.69,76,7.410000000000082
1139,2020-06-09,Eastside,2915,952.23,52,18.220000000000027
1140,2020-06-09,Harbor,4963,478.85,87,9.590000000000032
1141,2020-06-09,Northeast LA,907,538.07,14,8.31000000000006
1142,2020-06-09,Northwest County,2288,372.65,70,1.5199999999999818
1143,2020-06-09,Pomona Valley,805,352.39,26,11.379999999999995
1144,2020-06-09,San Fernando Valley,11236,677.38,155,9.840000000000032
1145,2020-06-09,San Gabriel Valley,5916,400.6,107,7.240000000000009
1146,2020-06-09,Santa Monica Mountains,204,260.17,3,4.390000000000015
1147,2020-06-09,South Bay,2911,375.25,21,2.7099999999999795
1148,2020-06-09,South LA,8384,994.49,195,23.129999999999995
1149,2020-06-09,Southeast,9600,761.92,261,21.0
1150,2020-06-09,Verdugos,2630,547.84,16,3.340000000000032
1151,2020-06-09,Westside,1691,300.51,17,3.0299999999999727
1152,2020-06-10,Angeles Forest,10,288.6,0,0.0
1153,2020-06-10,Antelope Valley,1754,454.91,20,3.900000000000034
1154,2020-06-10,Central LA,7549,753.93,-3,8.239999999999895
1155,2020-06-10,Eastside,2987,978.81,72,26.579999999999927
1156,2020-06-10,Harbor,5134,497.57,171,18.71999999999997
1157,2020-06-10,Northeast LA,924,548.15,17,10.079999999999927
1158,2020-06-10,Northwest County,2409,374.17,121,1.5200000000000387
1159,2020-06-10,Pomona Valley,841,368.15,36,15.759999999999991
1160,2020-06-10,San Fernando Valley,11385,686.18,149,8.799999999999955
1161,2020-06-10,San Gabriel Valley,6037,408.79,121,8.189999999999998
1162,2020-06-10,Santa Monica Mountains,205,261.63,1,1.4599999999999795
1163,2020-06-10,South Bay,2969,382.73,58,7.480000000000018
1164,2020-06-10,South LA,8565,1015.96,181,21.470000000000027
1165,2020-06-10,Southeast,9900,784.83,300,22.910000000000082
1166,2020-06-10,Verdugos,2648,551.59,18,3.75
1167,2020-06-10,Westside,1707,303.35,16,2.840000000000032
1168,2020-06-11,Angeles Forest,10,288.6,0,0.0
1169,2020-06-11,Antelope Valley,1792,464.43,38,9.519999999999982
1170,2020-06-11,Central LA,7653,776.63,104,22.700000000000045
1171,2020-06-11,Eastside,3140,1026.57,153,47.75999999999999
1172,2020-06-11,Harbor,5232,507.77,98,10.199999999999989
1173,2020-06-11,Northeast LA,970,575.44,46,27.290000000000077
1174,2020-06-11,Northwest County,2641,377.96,232,3.7899999999999636
1175,2020-06-11,Pomona Valley,866,379.09,25,10.939999999999998
1176,2020-06-11,San Fernando Valley,11653,701.34,268,15.160000000000082
1177,2020-06-11,San Gabriel Valley,6244,422.81,207,14.019999999999982
1178,2020-06-11,Santa Monica Mountains,210,266.02,5,4.389999999999986
1179,2020-06-11,South Bay,3038,391.62,69,8.889999999999986
1180,2020-06-11,South LA,8838,1048.34,273,32.37999999999988
1181,2020-06-11,Southeast,10209,808.62,309,23.789999999999964
1182,2020-06-11,Verdugos,2685,559.29,37,7.699999999999932
1183,2020-06-11,Westside,1734,308.15,27,4.7999999999999545
1184,2020-06-12,Angeles Forest,10,288.6,0,0.0
1185,2020-06-12,Antelope Valley,1826,472.65,34,8.21999999999997
1186,2020-06-12,Central LA,7700,786.07,47,9.440000000000055
1187,2020-06-12,Eastside,3274,1071.87,134,45.299999999999955
1188,2020-06-12,Harbor,5352,521.33,120,13.56000000000006
1189,2020-06-12,Northeast LA,984,583.75,14,8.309999999999945
1190,2020-06-12,Northwest County,2715,384.4,74,6.439999999999998
1191,2020-06-12,Pomona Valley,900,393.98,34,14.890000000000043
1192,2020-06-12,San Fernando Valley,11857,713.68,204,12.339999999999918
1193,2020-06-12,San Gabriel Valley,6471,438.18,227,15.370000000000005
1194,2020-06-12,Santa Monica Mountains,213,270.4,3,4.3799999999999955
1195,2020-06-12,South Bay,3094,398.84,56,7.21999999999997
1196,2020-06-12,South LA,9075,1076.45,237,28.110000000000127
1197,2020-06-12,Southeast,10578,837.05,369,28.42999999999995
1198,2020-06-12,Verdugos,2701,562.63,16,3.340000000000032
1199,2020-06-12,Westside,1758,312.41,24,4.260000000000048
1200,2020-06-13,Angeles Forest,11,317.46,1,28.859999999999957
1201,2020-06-13,Antelope Valley,1866,485.21,40,12.560000000000002
1202,2020-06-13,Central LA,7799,797.3,99,11.229999999999905
1203,2020-06-13,Eastside,3381,1110.77,107,38.90000000000009
1204,2020-06-13,Harbor,5458,533.45,106,12.120000000000005
1205,2020-06-13,Northeast LA,1012,600.36,28,16.610000000000014
1206,2020-06-13,Northwest County,2742,387.43,27,3.0300000000000296
1207,2020-06-13,Pomona Valley,919,402.3,19,8.319999999999993
1208,2020-06-13,San Fernando Valley,12043,724.65,186,10.970000000000027
1209,2020-06-13,San Gabriel Valley,6709,454.3,238,16.120000000000005
1210,2020-06-13,Santa Monica Mountains,215,273.32,2,2.920000000000016
1211,2020-06-13,South Bay,3153,406.44,59,7.600000000000023
1212,2020-06-13,South LA,9328,1106.46,253,30.00999999999999
1213,2020-06-13,Southeast,10903,862.68,325,25.629999999999995
1214,2020-06-13,Verdugos,2726,567.83,25,5.2000000000000455
1215,2020-06-13,Westside,1797,319.34,39,6.92999999999995
1216,2020-06-14,Angeles Forest,11,317.46,0,0.0
1217,2020-06-14,Antelope Valley,1897,493.86,31,8.650000000000034
1218,2020-06-14,Central LA,7871,803.76,72,6.460000000000036
1219,2020-06-14,Eastside,3465,1138.34,84,27.569999999999936
1220,2020-06-14,Harbor,5545,542.69,87,9.240000000000009
1221,2020-06-14,Northeast LA,1040,616.97,28,16.610000000000014
1222,2020-06-14,Northwest County,2745,388.95,3,1.5199999999999818
1223,2020-06-14,Pomona Valley,942,412.36,23,10.060000000000002
1224,2020-06-14,San Fernando Valley,12178,732.66,135,8.009999999999991
1225,2020-06-14,San Gabriel Valley,6823,462.02,114,7.71999999999997
1226,2020-06-14,Santa Monica Mountains,215,273.32,0,0.0
1227,2020-06-14,South Bay,3192,411.47,39,5.03000000000003
1228,2020-06-14,South LA,9446,1120.46,118,14.0
1229,2020-06-14,Southeast,11073,876.23,170,13.550000000000068
1230,2020-06-14,Verdugos,2761,575.12,35,7.289999999999964
1231,2020-06-14,Westside,1819,323.25,22,3.910000000000025
1232,2020-06-15,Angeles Forest,11,317.46,0,0.0
1233,2020-06-15,Antelope Valley,1940,505.98,43,12.120000000000005
1234,2020-06-15,Central LA,7914,808.66,43,4.899999999999977
1235,2020-06-15,Eastside,3519,1157.05,54,18.710000000000036
1236,2020-06-15,Harbor,5569,544.73,24,2.0399999999999636
1237,2020-06-15,Northeast LA,1051,623.49,11,6.519999999999982
1238,2020-06-15,Northwest County,2747,391.22,2,2.2700000000000387
1239,2020-06-15,Pomona Valley,972,425.5,30,13.139999999999986
1240,2020-06-15,San Fernando Valley,12273,737.38,95,4.720000000000027
1241,2020-06-15,San Gabriel Valley,6965,471.63,142,9.610000000000014
1242,2020-06-15,Santa Monica Mountains,214,271.86,-1,-1.4599999999999795
1243,2020-06-15,South Bay,3222,415.34,30,3.8699999999999477
1244,2020-06-15,South LA,9613,1140.27,167,19.809999999999945
1245,2020-06-15,Southeast,11254,891.72,181,15.490000000000009
1246,2020-06-15,Verdugos,2769,576.79,8,1.669999999999959
1247,2020-06-15,Westside,1824,324.14,5,0.8899999999999864
1248,2020-06-16,Angeles Forest,11,317.46,0,0.0
1249,2020-06-16,Antelope Valley,1966,512.04,26,6.059999999999945
1250,2020-06-16,Central LA,8006,818.21,92,9.550000000000068
1251,2020-06-16,Eastside,3634,1194.96,115,37.91000000000008
1252,2020-06-16,Harbor,5644,553.12,75,8.389999999999986
1253,2020-06-16,Northeast LA,1070,634.77,19,11.279999999999973
1254,2020-06-16,Northwest County,2767,396.53,20,5.309999999999945
1255,2020-06-16,Pomona Valley,998,436.88,26,11.379999999999995
1256,2020-06-16,San Fernando Valley,12409,745.85,136,8.470000000000027
1257,2020-06-16,San Gabriel Valley,7118,481.99,153,10.360000000000014
1258,2020-06-16,Santa Monica Mountains,216,274.79,2,2.930000000000007
1259,2020-06-16,South Bay,3265,420.88,43,5.5400000000000205
1260,2020-06-16,South LA,9852,1168.62,239,28.34999999999991
1261,2020-06-16,Southeast,11512,911.57,258,19.850000000000023
1262,2020-06-16,Verdugos,2823,588.04,54,11.25
1263,2020-06-16,Westside,1851,328.94,27,4.800000000000011
1264,2020-06-17,Angeles Forest,11,317.46,0,0.0
1265,2020-06-17,Antelope Valley,2013,521.56,47,9.519999999999982
1266,2020-06-17,Central LA,8295,850.83,289,32.620000000000005
1267,2020-06-17,Eastside,3799,1250.1,165,55.13999999999987
1268,2020-06-17,Harbor,5778,567.52,134,14.399999999999977
1269,2020-06-17,Northeast LA,1101,653.16,31,18.389999999999986
1270,2020-06-17,Northwest County,2780,400.32,13,3.7900000000000205
1271,2020-06-17,Pomona Valley,1033,452.2,35,15.319999999999993
1272,2020-06-17,San Fernando Valley,12660,761.21,251,15.360000000000014
1273,2020-06-17,San Gabriel Valley,7345,497.36,227,15.370000000000005
1274,2020-06-17,Santa Monica Mountains,216,274.79,0,0.0
1275,2020-06-17,South Bay,3330,429.26,65,8.379999999999995
1276,2020-06-17,South LA,10193,1209.06,341,40.440000000000055
1277,2020-06-17,Southeast,11919,944.28,407,32.70999999999992
1278,2020-06-17,Verdugos,2881,600.12,58,12.080000000000041
1279,2020-06-17,Westside,1893,336.4,42,7.4599999999999795
1280,2020-06-18,Angeles Forest,11,317.46,0,0.0
1281,2020-06-18,Antelope Valley,2040,527.62,27,6.060000000000059
1282,2020-06-18,Central LA,8350,856.81,55,5.9799999999999045
1283,2020-06-18,Eastside,3832,1259.95,33,9.850000000000136
1284,2020-06-18,Harbor,5895,580.48,117,12.960000000000036
1285,2020-06-18,Northeast LA,1111,659.09,10,5.930000000000064
1286,2020-06-18,Northwest County,2795,406.01,15,5.689999999999998
1287,2020-06-18,Pomona Valley,1066,466.65,33,14.449999999999989
1288,2020-06-18,San Fernando Valley,12841,772.37,181,11.159999999999968
1289,2020-06-18,San Gabriel Valley,7461,505.22,116,7.860000000000014
1290,2020-06-18,Santa Monica Mountains,223,282.09,7,7.2999999999999545
1291,2020-06-18,South Bay,3367,434.03,37,4.769999999999982
1292,2020-06-18,South LA,10351,1227.81,158,18.75
1293,2020-06-18,Southeast,12091,958.1,172,13.82000000000005
1294,2020-06-18,Verdugos,2932,610.74,51,10.620000000000005
1295,2020-06-18,Westside,1921,341.38,28,4.980000000000018
1296,2020-06-19,Angeles Forest,12,346.32,1,28.860000000000014
1297,2020-06-19,Antelope Valley,2072,536.71,32,9.090000000000032
1298,2020-06-19,Central LA,8460,867.8,110,10.990000000000009
1299,2020-06-19,Eastside,3921,1285.06,89,25.1099999999999
1300,2020-06-19,Harbor,6048,597.76,153,17.279999999999973
1301,2020-06-19,Northeast LA,1135,673.33,24,14.240000000000009
1302,2020-06-19,Northwest County,2807,409.42,12,3.410000000000025
1303,2020-06-19,Pomona Valley,1104,483.28,38,16.629999999999995
