Date,Region,Area,Cases,Case Rate,CF Outbreak
2020-06-19,Harbor,Los Angeles - Harbor Gateway,219,502.0,False
2020-06-19,Harbor,Los Angeles - Harbor Pines,9,374.0,False
2020-06-19,Central LA,Los Angeles - Harvard Heights,186,1031.0,False
2020-06-19,South LA,Los Angeles - Harvard Park,485,1279.0,False
2020-06-19,Northeast LA,Los Angeles - Highland Park,363,750.0,False
2020-06-19,Central LA,Los Angeles - Historic Filipinotown,191,1377.0,False
2020-06-19,Central LA,Los Angeles - Hollywood,369,541.0,False
2020-06-19,Central LA,Los Angeles - Hollywood Hills,99,336.0,False
2020-06-19,South LA,Los Angeles - Hyde Park,212,743.0,False
2020-06-19,South LA,Los Angeles - Jefferson Park,73,904.0,False
2020-06-19,Central LA,Los Angeles - Koreatown,396,766.0,False
2020-06-19,Central LA,Los Angeles - Lafayette Square,26,570.0,False
2020-06-19,San Fernando Valley,Los Angeles - Lake Balboa,268,635.0,False
2020-06-19,San Fernando Valley,Los Angeles - Lakeview Terrace,174,1325.0,False
2020-06-19,South LA,Los Angeles - Leimert Park,77,505.0,False
2020-06-19,Eastside,Los Angeles - Lincoln Heights,412,1264.0,False
2020-06-19,Central LA,Los Angeles - Little Armenia,233,2903.0,False
2020-06-19,Central LA,Los Angeles - Little Bangladesh,200,706.0,False
2020-06-19,Central LA,Los Angeles - Little Tokyo,34,1085.0,False
2020-06-19,Central LA,Los Angeles - Longwood,33,767.0,False
2020-06-19,Central LA,Los Angeles - Los Feliz,68,315.0,False
2020-06-19,South LA,Los Angeles - Manchester Square,36,422.0,False
2020-06-19,Westside,Los Angeles - Mandeville Canyon,3,96.0,False
2020-06-19,Westside,Los Angeles - Mar Vista,101,238.0,False
2020-06-19,Westside,Los Angeles - Marina Peninsula,16,367.0,False
2020-06-19,Central LA,Los Angeles - Melrose,725,933.0,False
2020-06-19,Central LA,Los Angeles - Mid-city,146,971.0,False
2020-06-19,Central LA,Los Angeles - Miracle Mile,51,284.0,False
2020-06-19,San Fernando Valley,Los Angeles - Mission Hills,218,904.0,False
2020-06-19,Northeast LA,Los Angeles - Mt. Washington,139,576.0,False
2020-06-19,San Fernando Valley,Los Angeles - North Hills,646,1049.0,False
2020-06-19,San Fernando Valley,Los Angeles - North Hollywood,979,647.0,False
2020-06-19,San Fernando Valley,Los Angeles - Northridge,470,673.0,False
2020-06-19,Westside,Los Angeles - Pacific Palisades,63,296.0,False
2020-06-19,San Fernando Valley,Los Angeles - Pacoima,1079,1402.0,False
2020-06-19,Westside,Los Angeles - Palisades Highlands,8,208.0,False
2020-06-19,Westside,Los Angeles - Palms,237,540.0,False
2020-06-19,San Fernando Valley,Los Angeles - Panorama City,1093,1452.0,False
2020-06-19,Central LA,Los Angeles - Park La Brea,26,191.0,False
2020-06-19,Central LA,Los Angeles - Pico-Union,804,1922.0,False
2020-06-19,South Bay,Los Angeles - Playa Del Rey,5,156.0,False
2020-06-19,Westside,Los Angeles - Playa Vista,39,356.0,False
2020-06-19,San Fernando Valley,Los Angeles - Porter Ranch,123,346.0,False
2020-06-19,Westside,Los Angeles - Rancho Park,21,320.0,False
2020-06-19,Central LA,Los Angeles - Regent Square,12,432.0,False
2020-06-19,San Fernando Valley,Los Angeles - Reseda,805,1051.0,False
2020-06-19,San Fernando Valley,Los Angeles - Reseda Ranch,34,733.0,False
2020-06-19,Central LA,Los Angeles - Reynier Village,18,426.0,False
2020-06-19,Harbor,Los Angeles - San Pedro,1066,1366.0,True
2020-06-19,San Fernando Valley,Los Angeles - Shadow Hills,15,338.0,False
2020-06-19,San Fernando Valley,Los Angeles - Sherman Oaks,306,351.0,False
2020-06-19,Central LA,Los Angeles - Silverlake,237,538.0,False
2020-06-19,Central LA,Los Angeles - South Carthay,42,396.0,False
2020-06-19,South LA,Los Angeles - South Park,673,1773.0,False
2020-06-19,Central LA,Los Angeles - St Elmo Village,53,1156.0,False
2020-06-19,San Fernando Valley,Los Angeles - Studio City,92,410.0,False
2020-06-19,San Fernando Valley,Los Angeles - Sun Valley,423,806.0,False
2020-06-19,Verdugos,Los Angeles - Sunland,196,960.0,False
2020-06-19,Central LA,Los Angeles - Sycamore Square,1,155.0,False
2020-06-19,San Fernando Valley,Los Angeles - Sylmar,1090,1323.0,True
2020-06-19,San Fernando Valley,Los Angeles - Tarzana,304,985.0,False
2020-06-19,Central LA,Los Angeles - Temple-Beaudry,455,1152.0,False
2020-06-19,Central LA,Los Angeles - Thai Town,48,489.0,False
2020-06-19,San Fernando Valley,Los Angeles - Toluca Lake,24,276.0,False
2020-06-19,San Fernando Valley,Los Angeles - Toluca Terrace,8,613.0,False
2020-06-19,San Fernando Valley,Los Angeles - Toluca Woods,3,161.0,False
2020-06-19,Verdugos,Los Angeles - Tujunga,153,550.0,False
2020-06-19,Eastside,Los Angeles - University Hills,17,496.0,False
2020-06-19,South LA,Los Angeles - University Park,295,1074.0,False
2020-06-19,San Fernando Valley,Los Angeles - Valley Glen,182,606.0,False
2020-06-19,San Fernando Valley,Los Angeles - Valley Village,259,1048.0,False
2020-06-19,San Fernando Valley,Los Angeles - Van Nuys,1025,1100.0,False
2020-06-19,Westside,Los Angeles - Venice,77,227.0,False
2020-06-19,South LA,Los Angeles - Vermont Knolls,267,1552.0,False
2020-06-19,South LA,Los Angeles - Vermont Square,131,1711.0,False
2020-06-19,South LA,Los Angeles - Vermont Vista,590,1433.0,False
2020-06-19,South LA,Los Angeles - Vernon Central,1018,1958.0,False
2020-06-19,Central LA,Los Angeles - Victoria Park,74,881.0,False
2020-06-19,South LA,Los Angeles - View Heights,12,325.0,False
2020-06-19,South LA,Los Angeles - Watts,516,1209.0,False
2020-06-19,Central LA,Los Angeles - Wellington Square,36,732.0,False
2020-06-19,South LA,Los Angeles - West Adams,341,1234.0,False
2020-06-19,San Fernando Valley,Los Angeles - West Hills,183,451.0,False
2020-06-19,Westside,Los Angeles - West Los Angeles,118,314.0,False
2020-06-19,South LA,Los Angeles - West Vernon,727,1355.0,False
2020-06-19,South Bay,Los Angeles - Westchester,127,246.0,False
2020-06-19,Central LA,Los Angeles - Westlake,1140,1921.0,False
2020-06-19,Westside,Los Angeles - Westwood,100,185.0,False
2020-06-19,Central LA,Los Angeles - Wholesale District,982,2718.0,True
2020-06-19,Harbor,Los Angeles - Wilmington,435,770.0,False
2020-06-19,Central LA,Los Angeles - Wilshire Center,362,722.0,False
2020-06-19,San Fernando Valley,Los Angeles - Winnetka,389,751.0,False
2020-06-19,San Fernando Valley,Los Angeles - Woodland Hills,222,326.0,False
2020-06-19,Antelope Valley,Unincorporated - Acton,19,238.0,False
2020-06-19,Northwest County,Unincorporated - Agua Dulce,9,216.0,False
2020-06-19,Verdugos,Unincorporated - Altadena,197,452.0,False
2020-06-19,Antelope Valley,Unincorporated - Anaverde,4,265.0,False
2020-06-19,Angeles Forest,Unincorporated - Angeles National Forest,2,161.0,False
2020-06-19,San Gabriel Valley,Unincorporated - Arcadia,17,213.0,False
2020-06-19,South LA,Unincorporated - Athens-Westmont,350,825.0,False
2020-06-19,South LA,Unincorporated - Athens Village,49,1001.0,False
2020-06-19,San Gabriel Valley,Unincorporated - Avocado Heights,49,723.0,False
2020-06-19,San Gabriel Valley,Unincorporated - Azusa,111,697.0,False
2020-06-19,San Gabriel Valley,Unincorporated - Bassett,168,1134.0,False
2020-06-19,Northwest County,Unincorporated - Bouquet Canyon,1,93.0,False
2020-06-19,San Gabriel Valley,Unincorporated - Bradbury,0,0.0,False
2020-06-19,Northwest County,Unincorporated - Canyon Country,39,505.0,False
2020-06-19,Northwest County,Unincorporated - Castaic,1727,6351.0,True
2020-06-19,Southeast,Unincorporated - Cerritos,0,0.0,False
2020-06-19,San Gabriel Valley,Unincorporated - Charter Oak,0,0.0,False
2020-06-19,Pomona Valley,Unincorporated - Claremont,0,0.0,False
2020-06-19,San Gabriel Valley,Unincorporated - Covina,82,488.0,False
2020-06-19,South Bay,Unincorporated - Del Aire,19,433.0,False
2020-06-19,Westside,Unincorporated - Del Rey,1,314.0,False
2020-06-19,Antelope Valley,Unincorporated - Del Sur,2,83.0,False
2020-06-19,Antelope Valley,Unincorporated - Desert View Highlands,6,241.0,False
2020-06-19,San Gabriel Valley,Unincorporated - Duarte,25,565.0,False
2020-06-19,San Gabriel Valley,Unincorporated - East Covina,0,0.0,False
2020-06-19,Southeast,Unincorporated - East La Mirada,26,491.0,False
2020-06-19,Antelope Valley,Unincorporated - East Lancaster,0,0.0,False
2020-06-19,Eastside,Unincorporated - East Los Angeles,1866,1490.0,False
2020-06-19,San Gabriel Valley,Unincorporated - East Pasadena,4,62.0,False
2020-06-19,Southeast,Unincorporated - East Rancho Dominguez,128,836.0,False
2020-06-19,Southeast,Unincorporated - East Whittier,18,339.0,False
2020-06-19,South Bay,Unincorporated - El Camino Village,65,739.0,False
2020-06-19,San Gabriel Valley,Unincorporated - El Monte,1,690.0,False
2020-06-19,Antelope Valley,Unincorporated - Elizabeth Lake,4,241.0,False
2020-06-19,South LA,Unincorporated - Florence-Firestone,1009,1559.0,False
2020-06-19,Central LA,Unincorporated - Franklin Canyon,0,0.0,False
2020-06-19,San Gabriel Valley,Unincorporated - Glendora,3,455.0,False
2020-06-19,San Gabriel Valley,Unincorporated - Hacienda Heights,241,431.0,False
2020-06-19,Harbor,Unincorporated - Harbor Gateway,0,0.0,False
2020-06-19,South Bay,Unincorporated - Hawthorne,11,438.0,False
2020-06-19,Antelope Valley,Unincorporated - Hi Vista,1,91.0,False
2020-06-19,Angeles Forest,Unincorporated - Kagel/Lopez Canyons,8,567.0,False
2020-06-19,Verdugos,Unincorporated - La Crescenta-Montrose,39,197.0,False
2020-06-19,San Gabriel Valley,Unincorporated - La Habra Heights,0,0.0,False
2020-06-19,Harbor,Unincorporated - La Rambla,46,2217.0,False
2020-06-19,Pomona Valley,Unincorporated - La Verne,6,294.0,False
2020-06-19,Westside,Unincorporated - Ladera Heights,25,354.0,False
2020-06-19,Northwest County,Unincorporated - Lake Hughes,1,150.0,False
2020-06-19,Antelope Valley,Unincorporated - Lake Los Angeles,35,269.0,False
2020-06-19,San Fernando Valley,Unincorporated - Lake Manor,5,304.0,False
2020-06-19,Harbor,Unincorporated - Lakewood,0,0.0,False
2020-06-19,South Bay,Unincorporated - Lennox,155,688.0,False
2020-06-19,Antelope Valley,Unincorporated - Leona Valley,4,228.0,False
2020-06-19,Antelope Valley,Unincorporated - Littlerock,17,423.0,False
2020-06-19,Antelope Valley,Unincorporated - Littlerock/Juniper Hills,2,154.0,False
2020-06-19,Antelope Valley,Unincorporated - Littlerock/Pearblossom,28,785.0,False
2020-06-19,Antelope Valley,Unincorporated - Llano,1,114.0,False
2020-06-19,Westside,Unincorporated - Marina del Rey,17,181.0,False
2020-06-19,Central LA,Unincorporated - Miracle Mile,0,0.0,False
2020-06-19,San Gabriel Valley,Unincorporated - Monrovia,24,618.0,False
2020-06-19,Northwest County,Unincorporated - Newhall,1,455.0,False
2020-06-19,Antelope Valley,Unincorporated - North Lancaster,7,584.0,False
2020-06-19,San Gabriel Valley,Unincorporated - North Whittier,26,311.0,False
2020-06-19,San Gabriel Valley,Unincorporated - Northeast San Gabriel,76,316.0,False
2020-06-19,Antelope Valley,Unincorporated - Palmdale,6,713.0,False
2020-06-19,South Bay,Unincorporated - Palos Verdes Peninsula,0,0.0,False
2020-06-19,Antelope Valley,Unincorporated - Pearblossom/Llano,4,204.0,False
2020-06-19,San Gabriel Valley,Unincorporated - Pellissier Village,2,323.0,False
2020-06-19,Angeles Forest,Unincorporated - Placerita Canyon,0,0.0,False
2020-06-19,San Gabriel Valley,Unincorporated - Pomona,4,206.0,False
2020-06-19,Antelope Valley,Unincorporated - Quartz Hill,49,380.0,False
2020-06-19,Harbor,Unincorporated - Rancho Dominguez,22,827.0,False
2020-06-19,Antelope Valley,Unincorporated - Roosevelt,1,107.0,False
2020-06-19,Southeast,Unincorporated - Rosewood,8,622.0,False
2020-06-19,Southeast,Unincorporated - Rosewood/East Gardena,2,168.0,False
2020-06-19,Southeast,Unincorporated - Rosewood/West Rancho Dominguez,31,922.0,False
2020-06-19,San Gabriel Valley,Unincorporated - Rowland Heights,208,408.0,False
2020-06-19,Harbor,Unincorporated - San Clemente Island,0,0.0,False
2020-06-19,Northwest County,Unincorporated - San Francisquito Canyon/Bouquet Canyon,0,0.0,False
2020-06-19,San Gabriel Valley,Unincorporated - San Jose Hills,148,732.0,False
2020-06-19,San Gabriel Valley,Unincorporated - San Pasqual,2,98.0,False
2020-06-19,Angeles Forest,Unincorporated - Sand Canyon,0,0.0,False
2020-06-19,Harbor,Unincorporated - Santa Catalina Island,3,1124.0,False
2020-06-19,Santa Monica Mountains,Unincorporated - Santa Monica Mountains,31,166.0,True
2020-06-19,Northwest County,Unincorporated - Saugus,5,3226.0,False
2020-06-19,Northwest County,Unincorporated - Saugus/Canyon Country,0,0.0,False
2020-06-19,Antelope Valley,Unincorporated - South Antelope Valley,1,220.0,False
2020-06-19,San Gabriel Valley,Unincorporated - South El Monte,10,557.0,False
2020-06-19,San Gabriel Valley,Unincorporated - South San Gabriel,65,735.0,False
2020-06-19,Southeast,Unincorporated - South Whittier,304,513.0,False
2020-06-19,Antelope Valley,Unincorporated - Southeast Antelope Valley,1,128.0,False
2020-06-19,Northwest County,Unincorporated - Stevenson Ranch,44,210.0,False
2020-06-19,Antelope Valley,Unincorporated - Sun Village,26,431.0,False
2020-06-19,San Gabriel Valley,Unincorporated - Sunrise Village,10,772.0,False
2020-06-19,Northwest County,Unincorporated - Twin Lakes/Oat Mountain,7,422.0,False
2020-06-19,Northwest County,Unincorporated - Val Verde,23,695.0,False
2020-06-19,Northwest County,Unincorporated - Valencia,12,391.0,False
2020-06-19,San Gabriel Valley,Unincorporated - Valinda,181,774.0,False
2020-06-19,South LA,Unincorporated - View Park/Windsor Hills,47,404.0,False
2020-06-19,Southeast,Unincorporated - Walnut Park,205,1270.0,False
2020-06-19,Antelope Valley,Unincorporated - West Antelope Valley,3,199.0,False
2020-06-19,Harbor,Unincorporated - West Carson,133,602.0,False
2020-06-19,San Fernando Valley,Unincorporated - West Chatsworth,0,0.0,False
2020-06-19,San Gabriel Valley,Unincorporated - West Puente Valley,64,651.0,False
2020-06-19,Harbor,Unincorporated - West Rancho Dominguez,10,736.0,False
2020-06-19,Southeast,Unincorporated - West Whittier/Los Nietos,266,988.0,False
2020-06-19,South Bay,Unincorporated - Westfield/Academy Hills,0,0.0,False
2020-06-19,San Fernando Valley,Unincorporated - Westhills,0,0.0,False
2020-06-19,Antelope Valley,Unincorporated - White Fence Farms,17,462.0,False
2020-06-19,San Gabriel Valley,Unincorporated - Whittier,16,423.0,False
2020-06-19,San Gabriel Valley,Unincorporated - Whittier Narrows,0,0.0,False
2020-06-19,South LA,Unincorporated - Willowbrook,402,1151.0,False
2020-06-19,South Bay,Unincorporated - Wiseburn,26,431.0,False
2020-06-19,Harbor,City of Long Beach,2888,615.93,False
2020-06-19,Verdugos,City of Pasadena,1099,778.08,False
2020-06-20,Santa Monica Mountains,City of Agoura Hills,45,215.0,False
2020-06-20,San Gabriel Valley,City of Alhambra,328,378.0,False
2020-06-20,San Gabriel Valley,City of Arcadia,127,220.0,False
2020-06-20,Southeast,City of Artesia,80,476.0,False
2020-06-20,Harbor,City of Avalon,0,0.0,False
2020-06-20,San Gabriel Valley,City of Azusa,313,625.0,False
2020-06-20,San Gabriel Valley,City of Baldwin Park,594,774.0,False
2020-06-20,Southeast,City of Bell,539,1484.0,False
2020-06-20,Southeast,City of Bell Gardens,532,1235.0,False
2020-06-20,Southeast,City of Bellflower,633,814.0,False
2020-06-20,Westside,City of Beverly Hills,197,571.0,False
2020-06-20,San Gabriel Valley,City of Bradbury,5,468.0,False
2020-06-20,San Fernando Valley,City of Burbank,480,448.0,False
2020-06-20,Santa Monica Mountains,City of Calabasas,102,419.0,False
2020-06-20,Harbor,City of Carson,571,608.0,False
2020-06-20,Southeast,City of Cerritos,170,340.0,False
2020-06-20,Pomona Valley,City of Claremont,81,222.0,False
2020-06-20,Southeast,City of Commerce,146,1117.0,True
2020-06-20,Southeast,City of Compton,1086,1087.0,False
2020-06-20,San Gabriel Valley,City of Covina,289,589.0,False
2020-06-20,Southeast,City of Cudahy,379,1557.0,False
2020-06-20,Westside,City of Culver City,187,469.0,False
2020-06-20,San Gabriel Valley,City of Diamond Bar,102,177.0,False
2020-06-20,Southeast,City of Downey,1182,1034.0,False
2020-06-20,San Gabriel Valley,City of Duarte,156,709.0,False
2020-06-20,San Gabriel Valley,City of El Monte,1092,931.0,False
2020-06-20,South Bay,City of El Segundo,42,250.0,False
2020-06-20,South Bay,City of Gardena,399,651.0,False
2020-06-20,Verdugos,City of Glendale,1232,597.0,False
2020-06-20,San Gabriel Valley,City of Glendora,232,440.0,False
2020-06-20,Harbor,City of Hawaiian Gardens,131,893.0,False
2020-06-20,South Bay,City of Hawthorne,596,671.0,False
2020-06-20,South Bay,City of Hermosa Beach,53,269.0,False
2020-06-20,Santa Monica Mountains,City of Hidden Hills,4,212.0,False
2020-06-20,Southeast,City of Huntington Park,892,1500.0,False
2020-06-20,San Gabriel Valley,City of Industry,13,2975.0,False
2020-06-20,South Bay,City of Inglewood,820,722.0,False
2020-06-20,San Gabriel Valley,City of Irwindale,6,411.0,False
2020-06-20,Verdugos,City of La Canada Flintridge,69,333.0,False
2020-06-20,San Gabriel Valley,City of La Habra Heights,13,238.0,False
2020-06-20,Southeast,City of La Mirada,260,524.0,False
2020-06-20,San Gabriel Valley,City of La Puente,285,700.0,False
2020-06-20,Pomona Valley,City of La Verne,65,195.0,False
2020-06-20,Harbor,City of Lakewood,311,387.0,False
2020-06-20,Antelope Valley,City of Lancaster,852,527.0,True
2020-06-20,South Bay,City of Lawndale,172,512.0,False
2020-06-20,South Bay,City of Lomita,63,304.0,False
2020-06-20,Southeast,City of Lynwood,1051,1459.0,True
2020-06-20,Santa Monica Mountains,City of Malibu,46,355.0,False
2020-06-20,South Bay,City of Manhattan Beach,95,264.0,False
2020-06-20,Southeast,City of Maywood,504,1797.0,False
2020-06-20,San Gabriel Valley,City of Monrovia,212,546.0,False
2020-06-20,Southeast,City of Montebello,682,1059.0,False
2020-06-20,San Gabriel Valley,City of Monterey Park,249,400.0,False
2020-06-20,Southeast,City of Norwalk,819,761.0,False
2020-06-20,Antelope Valley,City of Palmdale,1017,640.0,False
2020-06-20,South Bay,City of Palos Verdes Estates,48,355.0,False
2020-06-20,Southeast,City of Paramount,625,1116.0,False
2020-06-20,Southeast,City of Pico Rivera,764,1188.0,False
2020-06-20,Pomona Valley,City of Pomona,1006,645.0,False
2020-06-20,South Bay,City of Rancho Palos Verdes,120,281.0,False
2020-06-20,South Bay,City of Redondo Beach,169,246.0,False
2020-06-20,South Bay,City of Rolling Hills,2,103.0,False
2020-06-20,South Bay,City of Rolling Hills Estates,18,222.0,False
2020-06-20,San Gabriel Valley,City of Rosemead,181,327.0,False
2020-06-20,San Gabriel Valley,City of San Dimas,106,307.0,False
2020-06-20,San Fernando Valley,City of San Fernando,258,1048.0,False
