Date,Region,Cases,New cases,"New cases, 14-day avg",Cases per 100k,"New cases, 14-day avg per 100k"
2020-06-01,West,2083,19,24.1,312.2,3.62
2020-06-01,South,6644,172,189.0,632.3,17.99
2020-06-01,East,8229,148,260.4,623.0,19.71
2020-06-01,South Bay,7371,85,136.5,469.6,8.7
2020-06-02,Antelope Valley,1597,25,27.2,402.0,6.85
2020-06-02,San Fernando,14408,350,273.3,640.8,12.16
2020-06-02,San Gabriel,6602,136,162.1,363.9,8.93
2020-06-02,Metro,7583,126,159.1,636.3,13.35
2020-06-02,West,2112,29,24.5,316.5,3.67
2020-06-02,South,6848,204,192.6,651.8,18.33
2020-06-02,East,8394,165,255.8,635.5,19.36
2020-06-02,South Bay,7536,165,142.9,480.1,9.11
2020-06-03,Antelope Valley,1620,23,27.9,407.8,7.03
2020-06-03,San Fernando,14665,257,277.4,652.3,12.34
2020-06-03,San Gabriel,6772,170,161.9,373.2,8.92
2020-06-03,Metro,7679,96,152.5,644.3,12.8
2020-06-03,West,2141,29,25.5,320.9,3.82
2020-06-03,South,7024,176,193.9,668.5,18.46
2020-06-03,East,8572,178,242.5,648.9,18.36
2020-06-03,South Bay,7731,195,146.9,492.6,9.36
2020-06-04,Antelope Valley,1645,25,27.9,414.1,7.03
2020-06-04,San Fernando,14988,323,285.9,666.6,12.71
2020-06-04,San Gabriel,7028,256,165.8,387.3,9.14
2020-06-04,Metro,7873,194,156.5,660.6,13.13
2020-06-04,West,2164,23,25.9,324.3,3.88
2020-06-04,South,7196,172,196.6,684.9,18.72
2020-06-04,East,8908,336,253.1,674.4,19.16
2020-06-04,South Bay,7855,124,147.4,500.5,9.39
2020-06-05,Antelope Valley,1663,18,28.3,418.6,7.12
2020-06-05,San Fernando,15288,300,293.0,680.0,13.03
2020-06-05,San Gabriel,7179,151,166.1,395.7,9.16
2020-06-05,Metro,8163,290,168.8,684.9,14.16
2020-06-05,West,2205,41,27.4,330.5,4.11
2020-06-05,South,7397,201,197.9,704.0,18.83
2020-06-05,East,9206,298,261.6,696.9,19.8
2020-06-05,South Bay,7971,116,144.5,507.8,9.21
2020-06-06,Antelope Valley,1683,20,26.9,423.6,6.76
2020-06-06,San Fernando,15526,238,289.4,690.6,12.87
2020-06-06,San Gabriel,7357,178,167.5,405.5,9.23
2020-06-06,Metro,8445,282,179.4,708.6,15.05
2020-06-06,West,2222,17,27.4,333.0,4.11
2020-06-06,South,7615,218,202.4,724.8,19.26
2020-06-06,East,9434,228,266.0,714.2,20.14
2020-06-06,South Bay,8095,124,145.7,515.7,9.28
2020-06-07,Antelope Valley,1694,11,26.1,426.4,6.58
2020-06-07,San Fernando,15874,348,299.6,706.0,13.32
2020-06-07,San Gabriel,7543,186,172.1,415.7,9.49
2020-06-07,Metro,8698,253,189.6,729.8,15.91
2020-06-07,West,2258,36,28.5,338.4,4.27
2020-06-07,South,7885,270,211.7,750.5,20.15
2020-06-07,East,9646,212,267.1,730.2,20.22
2020-06-07,South Bay,8273,178,151.8,527.1,9.67
2020-06-08,Antelope Valley,1714,20,25.6,431.4,6.45
2020-06-08,San Fernando,16090,216,299.6,715.6,13.33
2020-06-08,San Gabriel,7654,111,171.5,421.8,9.45
2020-06-08,Metro,8804,106,185.1,738.7,15.53
2020-06-08,West,2274,16,28.1,340.8,4.21
2020-06-08,South,8013,128,208.7,762.6,19.86
2020-06-08,East,9780,134,265.9,740.4,20.13
2020-06-08,South Bay,8348,75,146.6,531.9,9.34
2020-06-09,Antelope Valley,1745,31,25.4,439.2,6.4
2020-06-09,San Fernando,16335,245,297.4,726.5,13.23
2020-06-09,San Gabriel,7793,139,163.9,429.5,9.03
2020-06-09,Metro,8904,100,174.1,747.1,14.61
2020-06-09,West,2294,20,27.9,343.8,4.18
2020-06-09,South,8213,200,202.4,781.7,19.27
2020-06-09,East,10063,283,246.7,761.8,18.68
2020-06-09,South Bay,8463,115,146.4,539.2,9.32
2020-06-10,Antelope Valley,1765,20,25.7,444.3,6.47
2020-06-10,San Fernando,16625,290,301.9,739.4,13.43
2020-06-10,San Gabriel,7962,169,166.4,438.8,9.17
2020-06-10,Metro,8925,21,165.5,748.9,13.89
2020-06-10,West,2323,29,28.2,348.2,4.23
2020-06-10,South,8420,207,205.4,801.4,19.54
2020-06-10,East,10368,305,260.9,784.9,19.75
2020-06-10,South Bay,8700,237,155.2,554.3,9.89
2020-06-11,Antelope Valley,1802,37,27.0,453.6,6.8
2020-06-11,San Fernando,17206,581,323.6,765.3,14.39
2020-06-11,San Gabriel,8203,241,173.8,452.1,9.58
2020-06-11,Metro,9100,175,170.3,763.6,14.29
2020-06-11,West,2360,37,28.0,353.7,4.2
2020-06-11,South,8700,280,211.1,828.0,20.09
2020-06-11,East,10732,364,276.9,812.4,20.96
2020-06-11,South Bay,8894,194,158.6,566.7,10.11
2020-06-12,Antelope Valley,1836,34,25.6,462.2,6.45
2020-06-12,San Fernando,17509,303,321.9,778.8,14.32
2020-06-12,San Gabriel,8475,272,178.9,467.1,9.86
2020-06-12,Metro,9201,101,164.1,772.0,13.77
2020-06-12,West,2401,41,28.4,359.9,4.25
2020-06-12,South,8954,254,211.8,852.2,20.16
2020-06-12,East,11141,409,267.9,843.4,20.28
2020-06-12,South Bay,9075,181,158.5,578.2,10.1
2020-06-13,Antelope Valley,1876,40,26.4,472.2,6.63
2020-06-13,San Fernando,17770,261,308.7,790.4,13.73
2020-06-13,San Gabriel,8741,266,181.1,481.7,9.98
2020-06-13,Metro,9348,147,155.8,784.4,13.07
2020-06-13,West,2459,58,30.0,368.5,4.5
2020-06-13,South,9206,252,209.4,876.2,19.93
2020-06-13,East,11478,337,253.7,868.9,19.21
2020-06-13,South Bay,9269,194,154.9,590.5,9.87
2020-06-14,Antelope Valley,1907,31,25.6,480.0,6.44
2020-06-14,San Fernando,17965,195,296.9,799.0,13.21
2020-06-14,San Gabriel,8886,145,181.5,489.7,10.0
2020-06-14,Metro,9457,109,148.8,793.5,12.48
2020-06-14,West,2491,32,30.5,373.3,4.57
2020-06-14,South,9321,115,203.5,887.1,19.37
2020-06-14,East,11671,193,256.4,883.5,19.41
2020-06-14,South Bay,9411,142,151.8,599.6,9.67
2020-06-15,Antelope Valley,1950,43,27.0,490.8,6.8
2020-06-15,San Fernando,18075,110,286.9,803.9,12.76
2020-06-15,San Gabriel,9060,174,185.3,499.3,10.21
2020-06-15,Metro,9530,73,148.1,799.6,12.42
2020-06-15,West,2501,10,29.9,374.8,4.47
2020-06-15,South,9460,139,201.1,900.4,19.14
2020-06-15,East,11882,211,260.9,899.5,19.75
2020-06-15,South Bay,9487,76,151.1,604.4,9.63
2020-06-16,Antelope Valley,1976,26,27.1,497.4,6.81
2020-06-16,San Fernando,18294,219,277.6,813.7,12.35
2020-06-16,San Gabriel,9250,190,189.1,509.8,10.42
2020-06-16,Metro,9677,147,149.6,812.0,12.55
2020-06-16,West,2544,43,30.9,381.3,4.62
2020-06-16,South,9692,232,203.1,922.4,19.33
2020-06-16,East,12179,297,270.4,922.0,20.47
2020-06-16,South Bay,9619,132,148.8,612.8,9.48
2020-06-17,Antelope Valley,2023,47,28.8,509.2,7.25
2020-06-17,San Fernando,18669,375,286.0,830.4,12.72
2020-06-17,San Gabriel,9540,290,197.7,525.8,10.9
2020-06-17,Metro,10009,332,166.4,839.8,13.96
2020-06-17,West,2609,65,33.4,391.0,5.01
2020-06-17,South,10017,325,213.8,953.4,20.35
2020-06-17,East,12626,447,289.6,955.8,21.92
2020-06-17,South Bay,9846,227,151.1,627.3,9.63
2020-06-18,Antelope Valley,2050,27,28.9,516.0,7.28
2020-06-18,San Fernando,18904,235,279.7,840.8,12.44
2020-06-18,San Gabriel,9715,175,191.9,535.4,10.58
2020-06-18,Metro,10087,78,158.1,846.4,13.27
2020-06-18,West,2648,39,34.6,396.9,5.18
2020-06-18,South,10168,151,212.3,967.7,20.2
2020-06-18,East,12801,175,278.1,969.1,21.05
2020-06-18,South Bay,10008,162,153.8,637.6,9.8
2020-06-19,Antelope Valley,2082,32,29.9,524.1,7.53
2020-06-19,San Fernando,19173,269,277.5,852.8,12.34
2020-06-19,San Gabriel,9931,216,196.6,547.3,10.83
2020-06-19,Metro,10257,170,149.6,860.7,12.55
2020-06-19,West,2686,38,34.4,402.6,5.15
2020-06-19,South,10365,197,212.0,986.5,20.18
2020-06-19,East,13013,212,271.9,985.1,20.59
2020-06-19,South Bay,10220,212,160.6,651.1,10.23
2020-06-20,Antelope Valley,2122,40,31.4,534.1,7.89
2020-06-20,San Fernando,19524,351,285.6,868.4,12.7
2020-06-20,San Gabriel,10281,350,208.9,566.6,11.51
2020-06-20,Metro,10416,159,140.8,874.0,11.81
2020-06-20,West,2762,76,38.6,414.0,5.78
2020-06-20,South,10726,361,222.2,1020.8,21.15
2020-06-20,East,13478,465,288.9,1020.3,21.87
2020-06-20,South Bay,10429,209,166.7,664.5,10.62
2020-06-21,Antelope Valley,2148,26,32.4,540.7,8.16
2020-06-21,San Fernando,19749,225,276.8,878.4,12.31
2020-06-21,San Gabriel,10610,329,219.1,584.7,12.07
2020-06-21,Metro,10545,129,131.9,884.8,11.07
2020-06-21,West,2806,44,39.1,420.6,5.87
2020-06-21,South,11013,287,223.4,1048.2,21.26
2020-06-21,East,13867,389,301.5,1049.8,22.82
2020-06-21,South Bay,10622,193,167.8,676.8,10.69
2020-06-22,Antelope Valley,2194,46,34.3,552.3,8.63
2020-06-22,San Fernando,20129,380,288.5,895.3,12.83
2020-06-22,San Gabriel,11120,510,247.6,612.9,13.64
2020-06-22,Metro,10934,389,152.1,917.5,12.77
2020-06-22,West,2861,55,41.9,428.8,6.28
2020-06-22,South,11389,376,241.1,1083.9,22.95
2020-06-22,East,14430,563,332.1,1092.4,25.14
2020-06-22,South Bay,10796,174,174.9,687.8,11.14
2020-06-23,Antelope Valley,2341,147,42.6,589.3,10.72
2020-06-23,San Fernando,20510,381,298.2,912.2,13.26
2020-06-23,San Gabriel,11602,482,272.1,639.4,14.99
2020-06-23,Metro,11134,200,159.3,934.2,13.37
2020-06-23,West,2931,70,45.5,439.3,6.82
2020-06-23,South,11707,318,249.6,1114.2,23.75
2020-06-23,East,14896,466,345.2,1127.7,26.13
2020-06-23,South Bay,11072,276,186.4,705.4,11.87
2020-06-24,Antelope Valley,2370,29,43.2,596.6,10.88
2020-06-24,San Fernando,20686,176,290.1,920.1,12.9
2020-06-24,San Gabriel,11791,189,273.5,649.8,15.07
2020-06-24,Metro,11235,101,165.0,942.7,13.84
2020-06-24,West,2969,38,46.1,445.0,6.92
2020-06-24,South,11870,163,246.4,1129.7,23.45
2020-06-24,East,15112,216,338.9,1144.0,25.65
2020-06-24,South Bay,11440,368,195.7,728.9,12.47
2020-06-25,Antelope Valley,2412,42,43.6,607.1,10.97
2020-06-25,San Fernando,21067,381,275.8,937.0,12.27
2020-06-25,San Gabriel,12136,345,280.9,668.8,15.48
2020-06-25,Metro,11466,231,169.0,962.1,14.18
2020-06-25,West,3020,51,47.1,452.6,7.07
2020-06-25,South,12102,232,243.0,1151.8,23.13
2020-06-25,East,15452,340,337.1,1169.8,25.52
2020-06-25,South Bay,11721,281,201.9,746.8,12.87
2020-06-26,Antelope Valley,2453,41,44.1,617.5,11.09
2020-06-26,San Fernando,21421,354,279.4,952.8,12.43
2020-06-26,San Gabriel,12429,293,282.4,685.0,15.57
2020-06-26,Metro,11632,166,173.6,976.0,14.57
2020-06-26,West,3071,51,47.9,460.3,7.17
2020-06-26,South,12395,293,245.8,1179.7,23.39
2020-06-26,East,15773,321,330.9,1194.1,25.05
2020-06-26,South Bay,11957,236,205.9,761.8,13.12
2020-06-27,Antelope Valley,2543,90,47.6,640.1,11.99
2020-06-27,San Fernando,21766,345,285.4,968.1,12.7
2020-06-27,San Gabriel,12790,361,289.2,704.9,15.94
2020-06-27,Metro,11833,201,177.5,992.9,14.89
2020-06-27,West,3155,84,49.7,472.9,7.45
2020-06-27,South,12617,222,243.6,1200.8,23.19
2020-06-27,East,16208,435,337.9,1227.0,25.58
2020-06-27,South Bay,12277,320,214.9,782.2,13.69
2020-06-28,Antelope Valley,2607,64,50.0,656.2,12.59
2020-06-28,San Fernando,22167,401,300.1,985.9,13.35
2020-06-28,San Gabriel,13292,502,314.7,732.6,17.34
2020-06-28,Metro,12109,276,189.4,1016.1,15.89
2020-06-28,West,3239,84,53.4,485.4,8.01
2020-06-28,South,12948,331,259.1,1232.3,24.66
2020-06-28,East,16766,558,363.9,1269.2,27.55
2020-06-28,South Bay,12534,257,223.1,798.6,14.21
2020-06-29,Antelope Valley,2667,60,51.2,671.3,12.89
2020-06-29,San Fernando,22755,588,334.3,1012.1,14.87
2020-06-29,San Gabriel,13739,447,334.2,757.2,18.42
2020-06-29,Metro,12432,323,207.3,1043.2,17.39
2020-06-29,West,3310,71,57.8,496.1,8.66
2020-06-29,South,13367,419,279.1,1272.2,26.56
2020-06-29,East,17354,588,390.9,1313.8,29.59
2020-06-29,South Bay,12748,214,232.9,812.2,14.84
2020-06-30,Antelope Valley,2740,73,54.6,689.7,13.74
2020-06-30,San Fernando,23142,387,346.3,1029.3,15.4
2020-06-30,San Gabriel,14247,508,356.9,785.2,19.67
2020-06-30,Metro,12732,300,218.2,1068.3,18.31
2020-06-30,West,3380,70,59.7,506.6,8.95
2020-06-30,South,13712,345,287.1,1305.0,27.33
2020-06-30,East,17958,604,412.8,1359.5,31.25
2020-06-30,South Bay,13154,406,252.5,838.1,16.09
2020-07-01,Antelope Valley,2792,52,54.9,702.8,13.83
2020-07-01,San Fernando,23401,259,338.0,1040.8,15.03
2020-07-01,San Gabriel,14569,322,359.2,802.9,19.8
2020-07-01,Metro,12876,144,204.8,1080.4,17.18
2020-07-01,West,3448,68,59.9,516.8,8.98
2020-07-01,South,13977,265,282.9,1330.3,26.92
2020-07-01,East,18282,324,404.0,1384.0,30.58
2020-07-01,South Bay,13638,484,270.9,868.9,17.26
2020-07-02,Antelope Valley,2850,58,57.1,717.4,14.38
2020-07-02,San Fernando,23793,392,349.2,1058.3,15.53
2020-07-02,San Gabriel,14978,409,375.9,825.5,20.72
2020-07-02,Metro,13096,220,214.9,1098.9,18.03
2020-07-02,West,3500,52,60.9,524.6,9.12
2020-07-02,South,14227,250,289.9,1354.1,27.59
2020-07-02,East,18717,435,422.6,1416.9,31.99
2020-07-02,South Bay,13965,327,282.6,889.7,18.01
2020-07-03,Antelope Valley,2850,0,54.9,717.4,13.81
2020-07-03,San Fernando,23793,0,330.0,1058.3,14.68
2020-07-03,San Gabriel,14978,0,360.5,825.5,19.87
2020-07-03,Metro,13096,0,202.8,1098.9,17.02
2020-07-03,West,3500,0,58.1,524.6,8.71
2020-07-03,South,14227,0,275.9,1354.1,26.25
2020-07-03,East,18717,0,407.4,1416.9,30.84
2020-07-03,South Bay,13965,0,267.5,889.7,17.04
2020-07-04,Antelope Valley,2850,0,52.0,717.4,13.09
2020-07-04,San Fernando,23793,0,304.9,1058.3,13.56
2020-07-04,San Gabriel,14978,0,335.5,825.5,18.49
2020-07-04,Metro,13096,0,191.4,1098.9,16.06
2020-07-04,West,3500,0,52.7,524.6,7.9
2020-07-04,South,14227,0,250.1,1354.1,23.8
2020-07-04,East,18717,0,374.2,1416.9,28.33
2020-07-04,South Bay,13965,0,252.6,889.7,16.09
2020-07-05,Antelope Valley,2850,0,50.1,717.4,12.62
2020-07-05,San Fernando,23793,0,288.9,1058.3,12.85
2020-07-05,San Gabriel,14978,0,312.0,825.5,17.2
2020-07-05,Metro,13096,0,182.2,1098.9,15.29
2020-07-05,West,3500,0,49.6,524.6,7.43
2020-07-05,South,14227,0,229.6,1354.1,21.85
2020-07-05,East,18717,0,346.4,1416.9,26.23
2020-07-05,South Bay,13965,0,238.8,889.7,15.21
2020-07-06,Antelope Valley,3160,310,69.0,795.4,17.37
2020-07-06,San Fernando,25070,1277,352.9,1115.1,15.7
2020-07-06,San Gabriel,16822,1844,407.3,927.1,22.45
2020-07-06,Metro,13990,894,218.3,1173.9,18.32
2020-07-06,West,3848,348,70.5,576.7,10.57
2020-07-06,South,15283,1056,278.1,1454.6,26.47
2020-07-06,East,20413,1696,427.4,1545.3,32.35
2020-07-06,South Bay,14922,957,294.7,950.7,18.78
2020-07-07,Antelope Valley,3231,71,63.6,813.3,16.0
2020-07-07,San Fernando,25794,724,377.4,1147.3,16.79
2020-07-07,San Gabriel,17515,693,422.4,965.3,23.28
2020-07-07,Metro,14435,445,235.8,1211.2,19.78
2020-07-07,West,3966,118,73.9,594.4,11.08
2020-07-07,South,15867,584,297.1,1510.1,28.28
2020-07-07,East,21243,830,453.4,1608.2,34.32
2020-07-07,South Bay,15375,453,307.4,979.6,19.58
2020-07-08,Antelope Valley,3294,63,66.0,829.2,16.61
2020-07-08,San Fernando,26189,395,393.1,1164.8,17.48
2020-07-08,San Gabriel,17942,427,439.4,988.8,24.21
2020-07-08,Metro,14581,146,239.0,1223.5,20.05
2020-07-08,West,4051,85,77.3,607.1,11.58
2020-07-08,South,16173,306,307.4,1539.3,29.25
2020-07-08,East,21762,519,475.0,1647.5,35.96
2020-07-08,South Bay,15850,475,315.0,1009.8,20.07
2020-07-09,Antelope Valley,3359,65,67.6,845.5,17.03
2020-07-09,San Fernando,26481,292,386.7,1177.8,17.2
2020-07-09,San Gabriel,18251,309,436.8,1005.9,24.07
2020-07-09,Metro,14695,114,230.6,1233.0,19.35
2020-07-09,West,4109,58,77.8,615.8,11.66
2020-07-09,South,16376,203,305.3,1558.6,29.06
2020-07-09,East,22066,304,472.4,1670.5,35.76
2020-07-09,South Bay,16241,391,322.9,1034.7,20.57
2020-07-10,Antelope Valley,3416,57,68.8,859.9,17.31
2020-07-10,San Fernando,26819,338,385.6,1192.9,17.15
2020-07-10,San Gabriel,18665,414,445.4,1028.7,24.55
2020-07-10,Metro,14901,206,233.5,1250.3,19.59
2020-07-10,West,4226,117,82.5,633.4,12.36
2020-07-10,South,16765,389,312.1,1595.6,29.71
2020-07-10,East,22597,531,487.4,1710.7,36.9
2020-07-10,South Bay,16728,487,340.8,1065.8,21.71
2020-07-11,Antelope Valley,3510,94,69.1,883.5,17.39
2020-07-11,San Fernando,27287,468,394.4,1213.7,17.54
2020-07-11,San Gabriel,19185,520,456.8,1057.3,25.17
2020-07-11,Metro,15158,257,237.5,1271.9,19.93
2020-07-11,West,4327,101,83.7,648.5,12.55
2020-07-11,South,17133,368,322.6,1630.6,30.7
2020-07-11,East,23138,541,495.0,1751.6,37.47
2020-07-11,South Bay,17105,377,344.9,1089.8,21.97
2020-07-12,Antelope Valley,3607,97,71.4,907.9,17.98
2020-07-12,San Fernando,27832,545,404.6,1237.9,18.0
2020-07-12,San Gabriel,19850,665,468.4,1094.0,25.82
2020-07-12,Metro,15453,295,238.9,1296.6,20.04
2020-07-12,West,4426,99,84.8,663.3,12.71
2020-07-12,South,17543,410,328.2,1669.7,31.24
2020-07-12,East,23775,637,500.6,1799.8,37.9
2020-07-12,South Bay,17574,469,360.0,1119.7,22.94
2020-07-13,Antelope Valley,3672,65,71.8,924.3,18.07
2020-07-13,San Fernando,28293,461,395.6,1258.4,17.59
2020-07-13,San Gabriel,20381,531,474.4,1123.3,26.15
2020-07-13,Metro,15675,222,231.6,1315.3,19.44
2020-07-13,West,4533,107,87.4,679.4,13.09
2020-07-13,South,17895,352,323.4,1703.2,30.78
2020-07-13,East,24303,528,496.4,1839.8,37.58
2020-07-13,South Bay,17823,249,362.5,1135.5,23.1
2020-07-14,Antelope Valley,3785,113,74.6,952.7,18.79
2020-07-14,San Fernando,28937,644,413.9,1287.1,18.41
2020-07-14,San Gabriel,21183,802,495.4,1167.5,27.3
2020-07-14,Metro,16097,422,240.4,1350.7,20.17
2020-07-14,West,4664,131,91.7,699.0,13.75
2020-07-14,South,18469,574,339.8,1757.8,32.34
2020-07-14,East,25133,830,512.5,1902.7,38.8
2020-07-14,South Bay,18434,611,377.1,1174.5,24.03
2020-07-15,Antelope Valley,3848,63,75.4,968.6,18.99
2020-07-15,San Fernando,29380,443,427.1,1306.8,19.0
2020-07-15,San Gabriel,21639,456,505.0,1192.6,27.83
2020-07-15,Metro,16309,212,245.2,1368.5,20.58
2020-07-15,West,4760,96,93.7,713.4,14.05
2020-07-15,South,18697,228,337.1,1779.5,32.09
2020-07-15,East,25594,461,522.3,1937.6,39.54
2020-07-15,South Bay,18907,473,376.4,1204.6,23.98
2020-07-16,Antelope Valley,3968,120,79.9,998.8,20.1
2020-07-16,San Fernando,30226,846,459.5,1344.4,20.44
2020-07-16,San Gabriel,22393,754,529.6,1234.1,29.19
2020-07-16,Metro,16735,426,259.9,1404.2,21.81
2020-07-16,West,4902,142,100.1,734.7,15.01
2020-07-16,South,19382,685,368.2,1844.7,35.04
2020-07-16,East,26507,913,556.4,2006.7,42.12
2020-07-16,South Bay,19551,644,399.0,1245.6,25.42
2020-07-17,Antelope Valley,4024,56,83.9,1012.9,21.11
2020-07-17,San Fernando,30677,451,491.7,1364.4,21.87
2020-07-17,San Gabriel,22919,526,567.2,1263.1,31.26
2020-07-17,Metro,16965,230,276.4,1423.5,23.19
2020-07-17,West,4986,84,106.1,747.3,15.91
2020-07-17,South,19741,359,393.9,1878.8,37.49
2020-07-17,East,27029,522,593.7,2046.2,44.95
2020-07-17,South Bay,20032,481,433.4,1276.3,27.61
2020-07-18,Antelope Valley,4096,72,89.0,1031.0,22.4
2020-07-18,San Fernando,31197,520,528.9,1387.6,23.52
2020-07-18,San Gabriel,23441,522,604.5,1291.9,33.32
2020-07-18,Metro,17153,188,289.8,1439.3,24.32
2020-07-18,West,5047,61,110.5,756.4,16.56
2020-07-18,South,20079,338,418.0,1911.0,39.78
2020-07-18,East,27538,509,630.1,2084.7,47.7
2020-07-18,South Bay,20416,384,460.8,1300.7,29.36
2020-07-19,Antelope Valley,4191,95,95.8,1054.9,24.11
2020-07-19,San Fernando,31703,506,565.0,1410.1,25.13
2020-07-19,San Gabriel,23982,541,643.1,1321.7,35.45
2020-07-19,Metro,17419,266,308.8,1461.6,25.91
2020-07-19,West,5147,100,117.6,771.4,17.63
2020-07-19,South,20444,365,444.1,1945.8,42.26
2020-07-19,East,28033,495,665.4,2122.2,50.38
2020-07-19,South Bay,20786,370,487.2,1324.3,31.04
2020-07-20,Antelope Valley,4273,82,79.5,1075.6,20.01
2020-07-20,San Fernando,32387,684,522.6,1440.5,23.25
2020-07-20,San Gabriel,24536,554,551.0,1352.2,30.37
2020-07-20,Metro,17786,367,271.1,1492.4,22.75
2020-07-20,West,5205,58,96.9,780.1,14.53
2020-07-20,South,20869,425,399.0,1986.2,37.97
2020-07-20,East,28679,646,590.4,2171.1,44.7
2020-07-20,South Bay,21060,274,438.4,1341.8,27.93
2020-07-21,Antelope Valley,4357,84,80.4,1096.7,20.25
2020-07-21,San Fernando,32825,438,502.2,1460.0,22.34
2020-07-21,San Gabriel,25039,503,537.4,1380.0,29.62
2020-07-21,Metro,18001,215,254.7,1510.4,21.37
2020-07-21,West,5289,84,94.5,792.7,14.16
2020-07-21,South,21241,372,383.9,2021.6,36.53
2020-07-21,East,29121,442,562.7,2204.6,42.6
2020-07-21,South Bay,21400,340,430.4,1363.4,27.42
2020-07-22,Antelope Valley,4453,96,82.8,1120.9,20.84
2020-07-22,San Fernando,33365,540,512.6,1484.0,22.8
2020-07-22,San Gabriel,25624,585,548.7,1412.2,30.24
2020-07-22,Metro,18315,314,266.7,1536.8,22.38
2020-07-22,West,5412,123,97.2,811.1,14.57
2020-07-22,South,21650,409,391.2,2060.5,37.23
2020-07-22,East,29719,598,568.4,2249.8,43.03
2020-07-22,South Bay,22035,635,441.8,1403.9,28.15
2020-07-23,Antelope Valley,4525,72,83.3,1139.0,20.96
2020-07-23,San Fernando,33767,402,520.4,1501.9,23.15
2020-07-23,San Gabriel,25875,251,544.6,1426.0,30.01
2020-07-23,Metro,18440,125,267.5,1547.3,22.45
2020-07-23,West,5457,45,96.3,817.9,14.43
2020-07-23,South,21874,224,392.7,2081.9,37.38
2020-07-23,East,30012,293,567.6,2272.0,42.97
2020-07-23,South Bay,22410,375,440.6,1427.8,28.07
2020-07-24,Antelope Valley,4588,63,83.7,1154.9,21.07
2020-07-24,San Fernando,34107,340,520.6,1517.0,23.15
2020-07-24,San Gabriel,26201,326,538.3,1444.0,29.67
2020-07-24,Metro,18664,224,268.8,1566.1,22.55
2020-07-24,West,5511,54,91.8,826.0,13.76
2020-07-24,South,22111,237,381.9,2104.4,36.34
2020-07-24,East,30336,324,552.8,2296.5,41.85
2020-07-24,South Bay,22716,306,427.7,1447.3,27.25
2020-07-25,Antelope Valley,4657,69,81.9,1172.2,20.62
2020-07-25,San Fernando,34945,838,547.0,1554.3,24.33
2020-07-25,San Gabriel,26827,626,545.9,1478.5,30.08
2020-07-25,Metro,19030,366,276.6,1596.8,23.21
2020-07-25,West,5599,88,90.9,839.2,13.62
2020-07-25,South,22641,530,393.4,2154.9,37.44
2020-07-25,East,30949,613,557.9,2342.9,42.24
2020-07-25,South Bay,23161,445,432.6,1475.6,27.56
2020-07-26,Antelope Valley,4731,74,80.3,1190.9,20.21
2020-07-26,San Fernando,35240,295,529.1,1567.4,23.54
2020-07-26,San Gabriel,27206,379,525.4,1499.4,28.96
2020-07-26,Metro,19138,108,263.2,1605.8,22.09
2020-07-26,West,5638,39,86.6,845.0,12.97
2020-07-26,South,22846,205,378.8,2174.4,36.05
2020-07-26,East,31238,289,533.1,2364.8,40.36
2020-07-26,South Bay,23384,223,415.0,1489.8,26.44
2020-07-27,Antelope Valley,4773,42,78.6,1201.4,19.8
2020-07-27,San Fernando,35705,465,529.4,1588.1,23.55
2020-07-27,San Gabriel,27603,397,515.9,1521.3,28.43
2020-07-27,Metro,19375,237,264.3,1625.7,22.18
2020-07-27,West,5687,49,82.4,852.3,12.35
2020-07-27,South,23109,263,372.4,2199.4,35.45
2020-07-27,East,31563,325,518.6,2389.4,39.26
2020-07-27,South Bay,23577,193,411.0,1502.1,26.19
2020-07-28,Antelope Valley,4929,156,81.7,1240.7,20.57
2020-07-28,San Fernando,36057,352,508.6,1603.7,22.62
2020-07-28,San Gabriel,28187,584,500.3,1553.5,27.57
2020-07-28,Metro,19555,180,247.0,1640.8,20.73
2020-07-28,West,5750,63,77.6,861.8,11.63
2020-07-28,South,23495,386,359.0,2236.1,34.17
2020-07-28,East,32064,501,495.1,2427.4,37.48
2020-07-28,South Bay,23910,333,391.1,1523.4,24.92
2020-07-29,Antelope Valley,5051,122,85.9,1271.4,21.63
2020-07-29,San Fernando,37330,1273,567.9,1660.4,25.26
2020-07-29,San Gabriel,28862,675,515.9,1590.7,28.43
2020-07-29,Metro,20079,524,269.3,1684.8,22.6
2020-07-29,West,5857,107,78.4,877.8,11.74
2020-07-29,South,24128,633,387.9,2296.4,36.92
2020-07-29,East,32746,682,510.9,2479.0,38.67
2020-07-29,South Bay,24569,659,404.4,1565.3,25.77
2020-07-30,Antelope Valley,5151,100,84.5,1296.6,21.27
2020-07-30,San Fernando,37815,485,542.1,1681.9,24.11
2020-07-30,San Gabriel,29326,464,495.2,1616.2,27.29
2020-07-30,Metro,20346,267,257.9,1707.2,21.64
2020-07-30,West,5939,82,74.1,890.1,11.1
2020-07-30,South,24463,335,362.9,2328.3,34.54
2020-07-30,East,33184,438,476.9,2512.1,36.11
2020-07-30,South Bay,24915,346,383.1,1587.4,24.41
2020-07-31,Antelope Valley,5258,107,88.1,1323.5,22.19
2020-07-31,San Fernando,38302,487,544.6,1703.6,24.22
2020-07-31,San Gabriel,29783,457,490.3,1641.4,27.02
2020-07-31,Metro,20574,228,257.8,1726.3,21.63
2020-07-31,West,6009,70,73.1,900.6,10.95
2020-07-31,South,24819,356,362.7,2362.1,34.52
