Date,Age,Cases,Cases per 100k,"New cases, 14-day avg per 100k"
2020-10-10,12 to 17,12067,1677.4236596388264,7.575999788706061
2020-10-10,18 to 29,66134,3882.4179314239623,13.963480759455688
2020-10-10,30 to 49,91095,3342.38382652406,11.987535479068987
2020-10-10,50 to 64,51296,2762.6201806560575,9.609528466823967
2020-10-10,65 to 79,20336,2183.4056446876652,7.446635386196623
2020-10-10,over 80,9389,2783.6909922143227,7.856833666384018
2020-10-11,0 to 4,4530,861.3919561583821,3.993207743780579
2020-10-11,5 to 11,9736,1143.0906183443972,4.721505004459852
2020-10-11,12 to 17,12120,1684.79114567188,7.6752920533024716
2020-10-11,18 to 29,66370,3896.27238800932,14.164756157790185
2020-10-11,30 to 49,91406,3353.7947861820985,12.129058635140199
2020-10-11,50 to 64,51461,2771.506494010086,9.728782022657251
2020-10-11,65 to 79,20404,2190.7065683618766,7.538663835871554
2020-10-11,over 80,9409,2789.6206780002726,7.814478767912946
2020-10-12,0 to 4,4558,866.7162331500895,4.2376898505426555
2020-10-12,5 to 11,9831,1154.2444401133698,5.249843930358557
2020-10-12,12 to 17,12180,1693.1316958979785,7.933451941253136
2020-10-12,18 to 29,66575,3908.306979534737,14.307326231610451
2020-10-12,30 to 49,91678,3363.7747894843055,12.257477795278891
2020-10-12,50 to 64,51614,2779.7465300292765,9.844188689592688
2020-10-12,65 to 79,20459,2196.611727216018,7.676706510383953
2020-10-12,over 80,9423,2793.771458050438,7.772123869441872
2020-10-13,0 to 4,4567,868.427607897424,4.156195814955296
2020-10-13,5 to 11,9870,1158.8233774711587,5.392411577029635
2020-10-13,12 to 17,12221,1698.8310718858122,7.87387658249529
2020-10-13,18 to 29,66753,3918.7565272982692,14.231847957235015
2020-10-13,30 to 49,91901,3371.9569245445705,12.197199413989303
2020-10-13,50 to 64,51775,2788.4174176050255,9.894198245264711
2020-10-13,65 to 79,20505,2201.550587348573,7.431297311250799
2020-10-13,over 80,9444,2799.9976281256854,8.216850303388137
2020-10-14,0 to 4,4594,873.5617321394276,4.196942832748976
2020-10-14,5 to 11,9941,1167.1593916353381,5.652387873900427
2020-10-14,12 to 17,12292,1708.7007229866954,8.092319564607392
2020-10-14,18 to 29,67048,3936.0745980299666,14.508601629944948
2020-10-14,30 to 49,92319,3387.2938413839915,12.40162175053661
2020-10-14,50 to 64,52003,2800.696686966956,10.086542690157104
2020-10-14,65 to 79,20580,2209.6030766951294,7.515656723452821
2020-10-14,over 80,9470,2807.7062196474208,7.581526826322045
2020-10-15,0 to 4,4613,877.1746343838005,4.2784368683363345
2020-10-15,5 to 11,9987,1172.560189544525,5.727864863314526
2020-10-15,12 to 17,12354,1717.3192915536638,8.112178017526674
2020-10-15,18 to 29,67340,3953.216552788121,14.663751416161123
2020-10-15,30 to 49,92686,3400.759507604249,12.482866525318231
2020-10-15,50 to 64,52207,2811.6834016592093,10.071155134565712
2020-10-15,65 to 79,20677,2220.0176295833426,7.699713622802686
2020-10-15,over 80,9494,2814.821842590561,7.60270427555758
2020-10-16,0 to 4,4643,882.8792168749156,4.2784368683363345
2020-10-16,5 to 11,10044,1179.2524826059084,5.853659845671361
2020-10-16,12 to 17,12425,1727.188942654547,8.231328735042366
2020-10-16,18 to 29,67591,3967.951589241193,14.412157168243002
2020-10-16,30 to 49,93030,3413.381276486452,12.239132200973364
2020-10-16,50 to 64,52369,2820.4081456795284,9.901892023060407
2020-10-16,65 to 79,20743,2227.1038202083128,7.58467806070902
2020-10-16,over 80,9517,2821.640981244404,7.3062199862600705
2020-10-17,0 to 4,4667,887.4428828678077,4.2241075112780955
2020-10-17,5 to 11,10087,1184.301054564496,5.912364170771217
2020-10-17,12 to 17,12486,1735.6685020510804,8.310762546719491
2020-10-17,18 to 29,67808,3980.69064466078,14.4037706933124
2020-10-17,30 to 49,93336,3424.6087802014345,12.123817036767193
2020-10-17,50 to 64,52535,2829.3483154781266,9.951901578732429
2020-10-17,65 to 79,20789,2232.0426803408673,7.316261749157134
2020-10-17,over 80,9532,2826.0882455838664,6.628541610722905
2020-10-18,0 to 4,4679,889.7247158642538,4.1290311364261765
2020-10-18,5 to 11,10101,1185.944775667292,5.677546870371793
2020-10-18,12 to 17,12504,1738.17066711891,8.022814979389905
2020-10-18,18 to 29,67870,3984.330374780662,13.770591836051796
2020-10-18,30 to 49,93426,3427.9109871764294,11.631106789704452
2020-10-18,50 to 64,52585,2832.0411377066202,9.417184021931575
2020-10-18,65 to 79,20798,2233.008979062454,6.91747180056576
2020-10-18,over 80,9453,2802.6659867293633,4.722571179524626
2020-10-19,0 to 4,4691,892.0065488606998,4.183360493484416
2020-10-19,5 to 11,10142,1190.7585303254803,5.828500849199995
2020-10-19,12 to 17,12549,1744.4260797884835,8.151894923365237
2020-10-19,18 to 29,68087,3997.06943020025,14.273780331888036
2020-10-19,30 to 49,93728,3438.9917261369683,12.09498824571565
2020-10-19,50 to 64,52794,2843.297134621723,9.994217356608756
2020-10-19,65 to 79,20858,2239.4509705396995,7.193557149590558
2020-10-19,over 80,9560,2834.3898056841967,6.903848450784879
2020-10-20,0 to 4,4693,892.3868543601075,3.979625404516019
2020-10-20,5 to 11,10165,1193.4589292800736,5.70270586684316
2020-10-20,12 to 17,12576,1748.1793273902279,7.973168847091699
2020-10-20,18 to 29,68199,4003.644426545843,13.934128097198574
2020-10-20,30 to 49,93951,3447.1738611972337,11.953465089644437
2020-10-20,50 to 64,52915,2849.8137644146773,9.836494911796992
2020-10-20,65 to 79,20909,2244.9266632953577,7.009500250240693
2020-10-20,over 80,9574,2838.540585734362,6.543831813780759
2020-10-21,0 to 4,4701,893.9080763577382,4.088284118632497
2020-10-21,5 to 11,10176,1194.7504244322704,5.1156626158446
2020-10-21,12 to 17,12590,1750.1254557763175,7.2483353155379096
2020-10-21,18 to 29,68277,4008.2234418579533,12.722282469726293
2020-10-21,30 to 49,94087,3452.163862848337,10.970665394705462
2020-10-21,50 to 64,52991,2853.9068542019877,8.99787313206616
2020-10-21,65 to 79,20950,2249.328690804809,6.610710301649319
2020-10-21,over 80,9580,2840.319491470147,5.82379853977252
2020-10-22,0 to 4,4779,908.7399908346374,4.332766225394574
2020-10-22,5 to 11,10345,1214.592486316022,6.163954135484886
2020-10-22,12 to 17,12812,1780.9854916128818,8.91644536075759
2020-10-22,18 to 29,69100,4056.537923933163,14.852447102099713
2020-10-22,30 to 49,95258,3495.1292447118826,12.999163965059504
2020-10-22,50 to 64,53663,2890.0983849529403,10.721279358302002
2020-10-22,65 to 79,21220,2278.3176524524124,7.975798971827484
2020-10-22,over 80,9654,2862.2593288781627,6.77678375537166
2020-10-23,0 to 4,4871,926.2340438073904,5.21561827759096
2020-10-23,5 to 11,10485,1231.0296973439815,6.901951365311647
2020-10-23,12 to 17,12967,1802.5319130303026,9.73064193044815
2020-10-23,18 to 29,69711,4092.406877211356,16.148157478878034
2020-10-23,30 to 49,96196,3529.545579629052,14.430120320890651
2020-10-23,50 to 64,54140,2915.787909012768,11.76763313851662
2020-10-23,65 to 79,21416,2299.3614912780804,8.857738281212255
2020-10-23,over 80,9704,2877.0835433430384,7.157977841611316
2020-10-24,0 to 4,4914,934.4106120446555,5.487265062882156
2020-10-24,5 to 11,10587,1243.0053796643522,7.119996001396828
2020-10-24,12 to 17,13099,1820.8811235277192,10.246961706349481
2020-10-24,18 to 29,70205,4121.407307521385,17.070669721244474
2020-10-24,30 to 49,96892,3555.0826469023464,15.192772884163297
2020-10-24,50 to 64,54487,2934.476095278513,12.275422473032538
2020-10-24,65 to 79,21539,2312.5675738064333,9.225852079911984
2020-10-24,over 80,9746,2889.5358834935337,7.560349377086508
2020-10-25,0 to 4,4929,937.262903290213,5.419353366559357
2020-10-25,5 to 11,10633,1248.4061775735388,7.522539944938698
2020-10-25,12 to 17,13139,1826.4414903451182,10.11788176237415
2020-10-25,18 to 29,70392,4132.385203205546,16.865201085444678
2020-10-25,30 to 49,97148,3564.4755911867765,15.04862892890558
2020-10-25,50 to 64,54642,2942.823844186843,12.23695358405406
2020-10-25,65 to 79,21576,2316.5401352174013,8.988111918251741
2020-10-25,over 80,9762,2894.279632122294,7.475639580144362
2020-10-26,0 to 4,4947,940.6856527848821,5.283529973913759
2020-10-26,5 to 11,10666,1252.2806630301295,7.002587351197116
2020-10-26,12 to 17,13184,1832.6969030146918,9.968943365479534
2020-10-26,18 to 29,70567,4142.658634995535,16.739403961485618
2020-10-26,30 to 49,97452,3575.6297125245374,15.132494502873707
2020-10-26,50 to 64,54820,2952.41029132028,12.333125806500258
2020-10-26,65 to 79,21652,2324.6999910885784,9.149161705182873
2020-10-26,over 80,9781,2899.9128336189465,7.581526826322045
2020-10-27,0 to 4,4987,948.2917627730355,5.704582491115112
2020-10-27,5 to 11,10761,1263.4344847991022,7.472221951995964
2020-10-27,12 to 17,13293,1847.848902592104,10.644130764735122
2020-10-27,18 to 29,70902,4162.324918707802,17.39774224353803
2020-10-27,30 to 49,97944,3593.6817773211765,15.837489484043266
2020-10-27,50 to 64,55065,2965.605120239898,12.656264473919478
2020-10-27,65 to 79,21735,2333.6114126321013,9.432916091680582
2020-10-27,over 80,9799,2905.249550826302,7.517994478615436
2020-10-28,0 to 4,5024,955.3274145120776,5.8404058837607105
2020-10-28,5 to 11,10824,1270.831229761684,7.405131294738986
2020-10-28,12 to 17,13362,1857.4405353521172,10.624272311815838
2020-10-28,18 to 29,71207,4180.230042684641,17.439674618191052
2020-10-28,30 to 49,98380,3609.6791355555965,15.884663869400335
2020-10-28,50 to 64,55288,2977.6151073789792,12.637030029430237
2020-10-28,65 to 79,21843,2345.2069972911427,9.685994328286647
2020-10-28,over 80,9814,2909.6968151657643,7.285042537024535
2020-10-29,0 to 4,5057,961.6024552523041,6.030558633464548
2020-10-29,5 to 11,10909,1280.8109650286594,7.732198248866756
2020-10-29,12 to 17,13449,1869.53433317996,10.872502973306863
2020-10-29,18 to 29,71592,4202.83159262262,17.829645702464138
2020-10-29,30 to 49,98884,3628.171494615568,16.243713357951375
2020-10-29,50 to 64,55569,2992.7487683031127,12.933240474564524
2020-10-29,65 to 79,21972,2359.05727896722,9.9314035274198
2020-10-29,over 80,9846,2919.1843124232846,7.4544621309088255
2020-10-30,0 to 4,5084,966.7365794943078,5.9898116156708685
2020-10-30,5 to 11,10968,1287.7380753904424,7.748970913180999
2020-10-30,12 to 17,13520,1879.403984280843,10.872502973306863
2020-10-30,18 to 29,71896,4220.678011274945,18.051887288125144
2020-10-30,30 to 49,99255,3641.7839255902695,16.31447493598698
2020-10-30,50 to 64,55828,3006.697587446709,13.306388697655768
2020-10-30,65 to 79,22050,2367.431867887639,10.023431977094733
2020-10-30,over 80,9874,2927.485872523615,7.560349377086508
2020-10-31,0 to 4,5113,972.251009235719,6.0577233119936675
2020-10-31,5 to 11,11028,1294.7825944024253,7.891538559852078
2020-10-31,12 to 17,13577,1887.3275069956364,10.8327860674683
2020-10-31,18 to 29,72216,4239.4637151194975,18.483790747051252
2020-10-31,30 to 49,99673,3657.1208424296906,16.60800444487542
2020-10-31,50 to 64,56045,3018.384435918371,13.502580031446008
2020-10-31,65 to 79,22155,2378.705352972818,10.475905187996483
2020-10-31,over 80,9898,2934.6014954667553,7.750946420206335
2020-11-01,0 to 4,5140,977.3851334777227,6.261458400962065
2020-11-01,5 to 11,11101,1303.3534258670043,8.386332157122293
2020-11-01,12 to 17,13669,1900.116350675654,11.567548825481731
2020-11-01,18 to 29,72600,4262.006559732961,19.8340132108785
2020-11-01,30 to 49,100160,3674.9894512832743,17.64846172191748
2020-11-01,50 to 64,56310,3032.6563937293863,14.329661144483298
2020-11-01,65 to 79,22271,2391.159869828826,11.296492197597965
2020-11-01,over 80,9924,2942.3100869884906,9.974578589937662
2020-11-02,0 to 4,5169,982.8995632191339,6.492358168459581
2020-11-02,5 to 11,11181,1312.7461178829813,8.713399111250062
2020-11-02,12 to 17,13751,1911.515102651322,11.934930204488447
2020-11-02,18 to 29,72928,4281.261906173628,20.29946256952702
2020-11-02,30 to 49,100624,3692.0141627988037,18.07303119013112
2020-11-02,50 to 64,56585,3047.4669159861005,14.58355581174126
2020-11-02,65 to 79,22378,2402.6480879632463,11.656936958824783
2020-11-02,over 80,9945,2948.536257063738,8.153317955681528
2020-11-03,0 to 4,5194,987.6533819617299,6.804751971544456
2020-11-03,5 to 11,11230,1318.499141742767,8.931443747335242
2020-11-03,12 to 17,13815,1920.4116895591603,12.302311583495163
2020-11-03,18 to 29,73195,4296.936227818927,20.949414376648832
2020-11-03,30 to 49,101054,3707.7913739015576,18.61553662173743
2020-11-03,50 to 64,56805,3059.3153337914723,14.964397812628196
2020-11-03,65 to 79,22451,2410.4858442605614,11.825655783228827
2020-11-03,over 80,9961,2953.2800056924984,8.195672854152601
2020-11-04,0 to 4,5230,994.498880951068,7.18505747095213
2020-11-04,5 to 11,11304,1327.1873818575457,9.459782673233947
2020-11-04,12 to 17,13911,1933.7565699209176,13.116508153185723
2020-11-04,18 to 29,73633,4322.649159956159,22.458979864157556
2020-11-04,30 to 49,101648,3729.585939936524,19.815862649156234
2020-11-04,50 to 64,57104,3075.4184107178635,15.822254036848271
2020-11-04,65 to 79,22543,2420.363564525671,12.216776694347292
2020-11-04,over 80,9997,2963.9534401072087,8.830996331218694
2020-11-05,0 to 4,5288,1005.5277404338906,6.913410685660934
2020-11-05,5 to 11,11395,1337.8715690257195,8.80564876497841
2020-11-05,12 to 17,14027,1949.8816336913746,12.064010148463781
2020-11-05,18 to 29,74176,4354.526151167384,21.284873373872994
2020-11-05,30 to 49,102302,3753.581977288154,18.4609094697337
2020-11-05,50 to 64,57414,3092.113908534523,14.429680255827346
2020-11-05,65 to 79,22680,2435.072778398714,11.196794710450122
2020-11-05,over 80,10036,2975.5163273898115,8.08978560797492
2020-11-06,0 to 4,5348,1016.9369054161208,6.47877582919502
2020-11-06,5 to 11,11493,1349.3776167452913,8.453422814379271
2020-11-06,12 to 17,14148,1966.7017433140065,11.726416448835986
2020-11-06,18 to 29,74719,4386.403142378611,20.999733226232458
2020-11-06,30 to 49,102949,3777.321176319507,17.698256906461054
2020-11-06,50 to 64,57786,3112.1485059145148,14.02575692155332
2020-11-06,65 to 79,22812,2449.245159648654,10.705976312183815
2020-11-06,over 80,10084,2989.747573276092,8.047430709503846
2020-11-07,0 to 4,5383,1023.592251655755,6.370117115078543
2020-11-07,5 to 11,11580,1359.5921693126663,8.327627832022438
2020-11-07,12 to 17,14281,1985.189962981858,11.73634567529563
2020-11-07,18 to 29,75378,4425.089951233487,21.69161740800729
2020-11-07,30 to 49,103741,3806.3805976994627,17.949853628365435
2020-11-07,50 to 64,58179,3133.3140886304736,14.20271381085432
2020-11-07,65 to 79,22940,2462.9880748001106,10.74432149954837
2020-11-07,over 80,10118,2999.8280391122075,7.878011115619556
2020-11-08,0 to 4,5443,1035.0014166379854,6.981322381983733
2020-11-08,5 to 11,11697,1373.3289813860326,8.923057415178121
2020-11-08,12 to 17,14420,2004.5122376723193,12.719339094800084
2020-11-08,18 to 29,75950,4458.669396855626,23.30601383214856
2020-11-08,30 to 49,104436,3831.8809737841457,19.10038447124066
2020-11-08,50 to 64,58536,3152.5408393419175,14.97978536821959
2020-11-08,65 to 79,23077,2477.6972886731537,11.511225246839475
2020-11-08,over 80,10164,3013.466316419893,8.513334592685649
2020-11-09,0 to 4,5472,1040.5158463793966,7.130728113893891
2020-11-09,5 to 11,11775,1382.48685610161,9.300442362248623
2020-11-09,12 to 17,14514,2017.5790996932067,13.205871191322492
2020-11-09,18 to 29,76343,4481.740589389717,24.2201395995844
2020-11-09,30 to 49,104894,3848.685538168009,19.503987545962268
2020-11-09,50 to 64,58773,3165.3048167049765,15.206751813192612
2020-11-09,65 to 79,23150,2485.535044970469,11.488218134420741
2020-11-09,over 80,10191,3021.4713922309256,8.68275418656994
2020-11-10,0 to 4,5505,1046.7908871196232,7.035651739041972
2020-11-10,5 to 11,11865,1393.0536346195843,9.258510701463013
2020-11-10,12 to 17,14645,2035.7893010201883,13.424314173434592
2020-11-10,18 to 29,76903,4514.615571117685,25.16361802927735
2020-11-10,30 to 49,105610,3874.956429213524,20.091046563739148
2020-11-10,50 to 64,59141,3185.1239883066887,15.679919147627901
2020-11-10,65 to 79,23311,2502.8210554344105,12.086403057307802
2020-11-10,over 80,10220,3030.0694366205535,8.91570612816084
2020-11-11,0 to 4,5553,1055.9182191054074,7.18505747095213
2020-11-11,5 to 11,11970,1405.381542890554,9.61073665206215
2020-11-11,12 to 17,14743,2049.412199722816,13.712261740764182
2020-11-11,18 to 29,77438,4546.022919732797,26.128062646296815
2020-11-11,30 to 49,106248,3898.3654075473773,20.620447999412942
2020-11-11,50 to 64,59505,3204.7277341301215,16.22233048222445
2020-11-11,65 to 79,23411,2513.5577078964857,12.025050757524514
2020-11-11,over 80,10254,3040.1499024566688,9.318077663636032
2020-11-12,0 to 4,5601,1065.0455510911916,7.388792559920526
2020-11-12,5 to 11,12089,1419.3531722643197,9.895871945404307
2020-11-12,12 to 17,14891,2069.985556947192,14.31794455480228
2020-11-12,18 to 29,78092,4584.416201965102,27.256043524463053
2020-11-12,30 to 49,107038,3927.351446550111,21.369996566753066
2020-11-12,50 to 64,59919,3227.024302182048,16.733966705638217
2020-11-12,65 to 79,23547,2528.1595552449085,12.078734019834892
2020-11-12,over 80,10308,3056.1600540787344,9.783981546817834
2020-11-13,0 to 4,5666,1077.405479821941,7.904921451973799
2020-11-13,5 to 11,12181,1430.1547680826932,10.172620906589342
2020-11-13,12 to 17,15023,2088.334767444608,14.923627368840378
2020-11-13,18 to 29,78726,4621.635377707123,28.639811888012716
2020-11-13,30 to 49,107860,3957.5116035883984,22.551976999866337
2020-11-13,50 to 64,60295,3247.2743253403187,17.184052706686415
2020-11-13,65 to 79,23708,2545.4455657088497,12.71526413008651
2020-11-13,over 80,10371,3074.8385643044776,10.52519227006161
2020-11-14,0 to 4,5763,1095.850296543213,8.828520521963865
2020-11-14,5 to 11,12361,1451.2883251186415,11.178980765444017
2020-11-14,12 to 17,15227,2116.692638213343,16.3832236584076
2020-11-14,18 to 29,79685,4677.933783916267,31.3192906283407
2020-11-14,30 to 49,109069,4001.8712506191637,24.62502915639095
2020-11-14,50 to 64,60895,3279.5881920822408,18.657411154562148
2020-11-14,65 to 79,23920,2568.20726892845,13.535851139687988
2020-11-14,over 80,10457,3100.3362131840636,11.83819412266487
2020-11-15,0 to 4,5828,1108.2102252739626,9.344649414017137
2020-11-15,5 to 11,12507,1468.4299880477995,11.791183012913946
2020-11-15,12 to 17,15405,2141.4362705507683,17.237137133936727
2020-11-15,18 to 29,80415,4720.788670811654,32.77015079133519
2020-11-15,30 to 49,110056,4038.085453778275,25.935428749642917
2020-11-15,50 to 64,61385,3305.977849921477,19.522961156577917
2020-11-15,65 to 79,24118,2589.4658408033592,14.164712212466695
2020-11-15,over 80,10525,3120.497144856294,12.727646990557398
2020-11-16,0 to 4,5894,1120.7603067544158,9.847195966805849
2020-11-16,5 to 11,12672,1487.802415330752,12.50402124626934
2020-11-16,12 to 17,15585,2166.4579212290637,18.21020132698154
2020-11-16,18 to 29,81109,4761.530166024529,34.30487570363573
2020-11-16,30 to 49,110952,4070.9607587737805,27.067613998212614
2020-11-16,50 to 64,61914,3334.4679090989384,20.50007093663128
2020-11-16,65 to 79,24291,2608.04024956275,14.670868685678824
2020-11-16,over 80,10565,3132.3565164281945,13.13001852603259
2020-11-17,0 to 4,5931,1127.7959584934579,10.010184037980567
2020-11-17,5 to 11,12751,1497.077698696529,12.755611210983009
2020-11-17,12 to 17,15696,2181.8879391473456,18.676874970584667
2020-11-17,18 to 29,81639,4792.643988017069,35.407697157010155
2020-11-17,30 to 49,111644,4096.35106129263,27.754263385076648
2020-11-17,50 to 64,62300,3355.2564967029084,21.13865449367402
2020-11-17,65 to 79,24435,2623.5010291081385,15.21537034625551
2020-11-17,over 80,10605,3144.2158880000948,13.638277307685465
2020-11-18,0 to 4,5990,1139.014970725984,10.322577841065442
2020-11-18,5 to 11,12941,1519.3853422344744,13.728425741209197
2020-11-18,12 to 17,15924,2213.5820300065197,19.98753286325727
2020-11-18,18 to 29,82526,4844.71561086119,37.29046077893076
2020-11-18,30 to 49,112881,4141.738061604506,29.439437261998673
2020-11-18,50 to 64,62955,3390.5324678961733,22.50814694130786
2020-11-18,65 to 79,24671,2648.8395289186365,16.3197117423547
2020-11-18,over 80,10684,3167.6381468545983,14.548907624813532
2020-11-19,0 to 4,6078,1155.7484126999218,10.730048019002236
2020-11-19,5 to 11,13201,1549.9115912863997,15.145715875762862
2020-11-19,12 to 17,16191,2250.6974785126577,21.486846058663062
2020-11-19,18 to 29,83807,4919.917131563916,40.385070028323646
2020-11-19,30 to 49,114537,4202.4986699444125,32.06547804687562
2020-11-19,50 to 64,63738,3432.7020639943817,24.327725389989904
2020-11-19,65 to 79,24934,2677.076924893895,17.28601046394149
2020-11-19,over 80,10746,3186.020172791044,15.035988957230872
2020-11-20,0 to 4,6173,1173.8129239217865,11.205429893261828
2020-11-20,5 to 11,13372,1569.9884704705503,15.757918123232791
2020-11-20,12 to 17,16398,2279.472376792697,22.340759534192188
2020-11-20,18 to 29,84796,4977.976697508488,42.25525393784834
2020-11-20,30 to 49,115838,4250.233906327396,33.779480714849186
2020-11-20,50 to 64,64513,3474.440808536031,25.878021615822593
2020-11-20,65 to 79,25223,2708.1058505092933,18.490049347188524
2020-11-20,over 80,10861,3220.1158660602573,16.45487805601181
2020-11-21,0 to 4,6262,1190.7365186454279,11.938876213548056
2020-11-21,5 to 11,13561,1592.178705358296,16.613324003259265
2020-11-21,12 to 17,16660,2315.89277944666,23.62162974748587
2020-11-21,18 to 29,85839,5039.206350976827,43.865457124524305
2020-11-21,30 to 49,117316,4304.463483094535,35.577348956790885
2020-11-21,50 to 64,65248,3514.0252952948854,27.19365761888656
2020-11-21,65 to 79,25535,2741.6042061909684,19.901152242204155
2020-11-21,over 80,10965,3250.9502321471987,17.937299502499364
2020-11-22,0 to 4,6315,1200.8146143797312,11.843799838696139
2020-11-22,5 to 11,13708,1609.4377769376536,16.86491396797293
2020-11-22,12 to 17,16822,2338.4122650571258,23.850001956057614
2020-11-22,18 to 29,86436,5074.253429711822,43.97028806115686
2020-11-22,30 to 49,118148,4334.990552018932,35.93639844534192
2020-11-22,50 to 64,65691,3537.883700239338,27.524490064101478
2020-11-22,65 to 79,25712,2760.608081048842,20.207913741120596
2020-11-22,over 80,11031,3270.5181952408343,18.36084848721009
2020-11-23,0 to 4,6459,1228.1966103370837,13.405768854120515
2020-11-23,5 to 11,14029,1647.1259536517612,18.90279268215365
2020-11-23,12 to 17,17182,2388.4555664137165,26.49117619432211
2020-11-23,18 to 29,87940,5162.546237781221,48.62897488510739
2020-11-23,30 to 49,120202,4410.35425342604,40.119193947002195
2020-11-23,50 to 64,66773,3596.1563732639374,30.775111182782926
2020-11-23,65 to 79,26102,2802.4810256509363,22.638998620033398
2020-11-23,over 80,11172,3312.322480031783,20.775077700061246
2020-11-24,0 to 4,6528,1241.3171500666485,13.894733067644667
2020-11-24,5 to 11,14174,1664.1502079307195,19.364040950795374
2020-11-24,12 to 17,17381,2416.118391330276,27.166363593577696
2020-11-24,18 to 29,88743,5209.686613366146,49.647931589175776
2020-11-24,30 to 49,121327,4451.631840613477,41.19110081428231
2020-11-24,50 to 64,67433,3631.701626680052,31.898402740954506
2020-11-24,65 to 79,26363,2830.503688576953,23.4059023673245
2020-11-24,over 80,11248,3334.855286018394,21.770417814131456
2020-11-25,0 to 4,6594,1253.8672315471017,14.139215174406745
2020-11-25,5 to 11,14333,1682.8181833124738,19.81690288727998
2020-11-25,12 to 17,17608,2447.673473019015,28.44723380687138
2020-11-25,18 to 29,89690,5265.28055568112,51.37554542488021
2020-11-25,30 to 49,122638,4499.73398888257,42.95489866679946
2020-11-25,50 to 64,68189,3672.4170987748735,33.406383188910866
2020-11-25,65 to 79,26638,2860.029482847661,24.747983925083933
2020-11-25,over 80,11328,3358.5740291621946,22.74458047896613
2020-11-26,0 to 4,6693,1272.6923537677817,14.831914476899293
2020-11-26,5 to 11,14588,1712.7573891134002,20.957444060648612
2020-11-26,12 to 17,17861,2482.8427931390634,29.48980258513368
2020-11-26,18 to 29,90919,5337.429399509106,53.78665696742886
2020-11-26,30 to 49,124341,4562.219083087197,45.34768832407754
2020-11-26,50 to 64,69114,3722.2343100020034,35.37214341571113
2020-11-26,65 to 79,26947,2893.205738955474,26.074727407897544
2020-11-26,over 80,11435,3390.2978481170285,23.866985288449566
2020-11-27,0 to 4,6787,1290.5667122399423,15.225802315571528
2020-11-27,5 to 11,14778,1735.0650326513455,21.779304612046598
2020-11-27,12 to 17,18101,2516.204994043457,30.562159042774912
2020-11-27,18 to 29,92034,5402.885836342471,55.80360418823912
2020-11-27,30 to 49,125868,4618.246528096278,47.195351750562814
2020-11-27,50 to 64,69955,3767.527579885264,37.16094675321038
2020-11-27,65 to 79,27304,2931.5355882450835,27.577858752588106
2020-11-27,over 80,11553,3425.2829942541343,25.031744996404072
2020-11-28,0 to 4,6843,1301.2152662233573,14.668926405724575
2020-11-28,5 to 11,14876,1746.5710803709173,21.091625375162568
2020-11-28,12 to 17,18258,2538.029433801748,30.095485399171782
2020-11-28,18 to 29,92789,5447.208356350713,54.948183745317515
2020-11-28,30 to 49,126923,4656.955732080941,46.791748675841205
2020-11-28,50 to 64,70548,3799.464451515197,37.134018530925445
2020-11-28,65 to 79,27596,2962.886613434344,28.191381750420987
2020-11-28,over 80,11629,3447.8158002407454,24.819970504048705
2020-11-29,0 to 4,6935,1318.7093191961103,15.03564956586769
2020-11-29,5 to 11,15100,1772.870618015653,21.745759283418106
2020-11-29,12 to 17,18550,2578.62011156876,31.227417215570853
2020-11-29,18 to 29,93904,5512.664793184077,56.56258016945879
2020-11-29,30 to 49,128495,4714.634280577519,48.32491619994602
2020-11-29,50 to 64,71409,3845.8348502898552,38.561214312027005
2020-11-29,65 to 79,27939,2999.7133313792624,29.303392183993097
2020-11-29,over 80,11724,3475.981807724009,25.39176163340819
2020-11-30,0 to 4,7030,1336.7738304179748,15.429537404539923
2020-11-30,5 to 11,15322,1798.935338359989,22.22378021637408
2020-11-30,12 to 17,18866,2622.547009426212,32.57779201408203
2020-11-30,18 to 29,95172,5587.103144668118,58.96949847454214
2020-11-30,30 to 49,130272,4779.834522739364,50.63384028325598
2020-11-30,50 to 64,72293,3893.4439472896206,39.926859870762996
2020-11-30,65 to 79,28301,3038.580013291976,30.752840266373283
2020-11-30,over 80,11803,3499.404066578512,26.21768215359411
2020-12-01,0 to 4,7176,1364.536131874735,16.910012384376945
2020-12-01,5 to 11,15653,1837.7976015760937,24.337135919968897
2020-12-01,12 to 17,19291,2681.6259068610757,35.69556912240929
2020-12-01,18 to 29,96943,5691.070274382816,64.17330616898194
2020-12-01,30 to 49,132590,4864.8846979397895,54.895259760511365
2020-12-01,50 to 64,73606,3964.15745900986,43.49292587906797
2020-12-01,65 to 79,28768,3088.720180289868,33.229939370123546
2020-12-01,over 80,11934,3538.2435084764857,28.144830034027926
2020-12-02,0 to 4,7265,1381.4597265983764,17.317482562313735
2020-12-02,5 to 11,15869,1863.1578700192315,24.555180556054076
2020-12-02,12 to 17,19687,2736.673538353325,37.36367916762897
2020-12-02,18 to 29,98282,5769.6767039073675,66.06864950329843
2020-12-02,30 to 49,134324,4928.507218991359,56.19779695620382
2020-12-02,50 to 64,74574,4016.290497353494,44.69700210409435
2020-12-02,65 to 79,29135,3128.123694825685,34.23458327907489
2020-12-02,over 80,12062,3576.193497506567,29.182525046569214
2020-12-03,0 to 4,7408,1408.6515698060252,18.064511221864525
2020-12-03,5 to 11,16236,1906.246844642526,25.45251809686616
